name,B,category,seq,account_name,amount,type,level,Ledger_Account_Number,English_Label
　　　　　　減価償却累計額,0,有形固定資産,,減価償却累計額,,1,6,10A210140,Accumulated depreciation
　　　　　　減損損失累計額,0,有形固定資産,,減損損失累計額,,1,6,10A210150,Accumulated impairment loss
　　　　　　減価償却累計額及び減損損失累計額,0,有形固定資産,,減価償却累計額及び減損損失累計額,,1,6,10A210160,Accumulated depreciation and impairment loss
　　　　　　構築物（純額）,0,有形固定資産,,構築物（純額）,,1,6,10A210170,"Structures, net"
　　　　　建物及び構築物,0,有形固定資産,,建物及び構築物,,1,5,10A210180,Buildings and structures
　　　　　　減価償却累計額,0,有形固定資産,,減価償却累計額,,1,6,10A210190,Accumulated depreciation
　　　　　　減損損失累計額,0,有形固定資産,,減損損失累計額,,1,6,10A210200,Accumulated impairment loss
　　　　　　減価償却累計額及び減損損失累計額,0,有形固定資産,,減価償却累計額及び減損損失累計額,,1,6,10A210210,Accumulated depreciation and impairment loss
　　　　　　建物及び構築物（純額）,0,有形固定資産,,建物及び構築物（純額）,,1,6,10A210220,"Buildings and structures, net"
　　　　　機械及び装置並びにコンベヤー、ホイスト、起重機等の搬送設備その他の附属設備,,有形固定資産,,機械及び装置並びにコンベヤー、ホイスト、起重機等の搬送設備その他の附属設備,,T,5,10A210230,"Machinery, equipment and other facilities - conveyor, hoist, crane and other"
　　　　　　機械及び装置,0,有形固定資産,,機械及び装置,,1,6,10A210240,Machinery and equipment
　　　　　　　減価償却累計額,0,有形固定資産,,減価償却累計額,,1,7,10A210250,Accumulated depreciation
　　　　　　　減損損失累計額,0,有形固定資産,,減損損失累計額,,1,7,10A210260,Accumulated impairment loss
　　　　　　　減価償却累計額及び減損損失累計額,0,有形固定資産,,減価償却累計額及び減損損失累計額,,1,7,10A210270,Accumulated depreciation and impairment loss
　　　　　　　機械及び装置（純額）,0,有形固定資産,,機械及び装置（純額）,,1,7,10A210280,"Machinery and equipment, net"
　　　　　船舶及び水上運搬具,,有形固定資産,,船舶及び水上運搬具,,T,5,10A210290,Vessels and water delivery equipment
　　　　　　船舶,0,有形固定資産,,船舶,,1,6,10A210300,Vessels
　　　　　　　減価償却累計額,0,有形固定資産,,減価償却累計額,,1,7,10A210310,Accumulated depreciation
　　　　　　　減損損失累計額,0,有形固定資産,,減損損失累計額,,1,7,10A210320,Accumulated impairment loss
　　　　　　　減価償却累計額及び減損損失累計額,0,有形固定資産,,減価償却累計額及び減損損失累計額,,1,7,10A210330,Accumulated depreciation and impairment loss
　　　　　　　船舶（純額）,0,有形固定資産,,船舶（純額）,,1,7,10A210340,"Vessels, net"
　　　　　鉄道車両、自動車その他の陸上運搬具,,有形固定資産,,鉄道車両、自動車その他の陸上運搬具,,T,5,10A210350,"Railway, car and other land delivery equipment"
　　　　　　車両運搬具,0,有形固定資産,,車両運搬具,,1,6,10A210360,Vehicles
　　　　　　　減価償却累計額,0,有形固定資産,,減価償却累計額,,1,7,10A210370,Accumulated depreciation
　　　　　　　減損損失累計額,0,有形固定資産,,減損損失累計額,,1,7,10A210380,Accumulated impairment loss
　　　　　　　減価償却累計額及び減損損失累計額,0,有形固定資産,,減価償却累計額及び減損損失累計額,,1,7,10A210390,Accumulated depreciation and impairment loss
　　　　　　　車両運搬具（純額）,0,有形固定資産,,車両運搬具（純額）,,1,7,10A210400,"Vehicles, net"
　　　　　工具、器具及び備品,0,有形固定資産,,工具、器具及び備品,,1,5,10A210410,"Tools, furniture and fixtures"
　　　　　　減価償却累計額,0,有形固定資産,,減価償却累計額,,1,6,10A210420,Accumulated depreciation
　　　　　　減損損失累計額,0,有形固定資産,,減損損失累計額,,1,6,10A210430,Accumulated impairment loss
　　　　　　減価償却累計額及び減損損失累計額,0,有形固定資産,,減価償却累計額及び減損損失累計額,,1,6,10A210440,Accumulated depreciation and impairment loss
　　　　　　工具、器具及び備品（純額）,0,有形固定資産,,工具、器具及び備品（純額）,,1,6,10A210450,"Tools, furniture and fixtures, net"
　　　　　機械装置及び運搬具,0,有形固定資産,,機械装置及び運搬具,,1,5,10A210460,"Machinery, equipment and vehicles"
　　　　　　減価償却累計額,0,有形固定資産,,減価償却累計額,,1,6,10A210470,Accumulated depreciation
　　　　　　減損損失累計額,0,有形固定資産,,減損損失累計額,,1,6,10A210480,Accumulated impairment loss
　　　　　　減価償却累計額及び減損損失累計額,0,有形固定資産,,減価償却累計額及び減損損失累計額,,1,6,10A210490,Accumulated depreciation and impairment loss
　　　　　　機械装置及び運搬具（純額）,0,有形固定資産,,機械装置及び運搬具（純額）,,1,6,10A210500,"Machinery, equipment and vehicles, net"
　　　　　車両運搬具及び工具器具備品,0,有形固定資産,,車両運搬具及び工具器具備品,,1,5,10A210510,"Vehicles, tools, furniture and fixtures"
　　　　　　減価償却累計額,0,有形固定資産,,減価償却累計額,,1,6,10A210520,Accumulated depreciation
　　　　　　減損損失累計額,0,有形固定資産,,減損損失累計額,,1,6,10A210530,Accumulated impairment loss
　　　　　　減価償却累計額及び減損損失累計額,0,有形固定資産,,減価償却累計額及び減損損失累計額,,1,6,10A210540,Accumulated depreciation and impairment loss
　　　　　　車両運搬具及び工具器具備品（純額）,0,有形固定資産,,車両運搬具及び工具器具備品（純額）,,1,6,10A210550,"Vehicles, tools, furniture and fixtures, net"
　　　　　機械、運搬具及び工具器具備品,0,有形固定資産,,機械、運搬具及び工具器具備品,,1,5,10A210560,"Machinery, vehicles, tools, furniture and fixtures"
　　　　　　減価償却累計額,0,有形固定資産,,減価償却累計額,,1,6,10A210570,Accumulated depreciation
　　　　　　減損損失累計額,0,有形固定資産,,減損損失累計額,,1,6,10A210580,Accumulated impairment loss
　　　　　　減価償却累計額及び減損損失累計額,0,有形固定資産,,減価償却累計額及び減損損失累計額,,1,6,10A210590,Accumulated depreciation and impairment loss
　　　　　　機械、運搬具及び工具器具備品（純額）,0,有形固定資産,,機械、運搬具及び工具器具備品（純額）,,1,6,10A210600,"Machinery, vehicles, tools, furniture and fixtures, net"
　　　　　土地,0,有形固定資産,,土地,,1,5,10A210610,Land
　　　　　リース資産,0,有形固定資産,,リース資産,,1,5,10A210620,Leased assets
　　　　　　減価償却累計額,0,有形固定資産,,減価償却累計額,,1,6,10A210630,Accumulated depreciation
　　　　　　減損損失累計額,0,有形固定資産,,減損損失累計額,,1,6,10A210640,Accumulated impairment loss
　　　　　　減価償却累計額及び減損損失累計額,0,有形固定資産,,減価償却累計額及び減損損失累計額,,1,6,10A210650,Accumulated depreciation and impairment loss
　　　　　　リース資産（純額）,0,有形固定資産,,リース資産（純額）,,1,6,10A210660,"Leased assets, net"
　　　　　建設仮勘定,0,有形固定資産,,建設仮勘定,,1,5,10A210670,Construction in progress
　　　　　その他の有形固定資産で流動資産または投資たる資産に属しないもの,,有形固定資産,,その他の有形固定資産で流動資産または投資たる資産に属しないもの,,T,5,10A210680,Other tangible assets not classified as current assets or investments
　　　　　　航空機,0,有形固定資産,,航空機,,1,6,10A210690,Aircraft
　　　　　　　減価償却累計額,0,有形固定資産,,減価償却累計額,,1,7,10A210700,Accumulated depreciation
　　　　　　　航空機（純額）,0,有形固定資産,,航空機（純額）,,1,7,10A210710,"Aircraft, net"
　　　　　　山林,0,有形固定資産,,山林,,1,6,10A210720,Mountain forests
　　　　　　貸与資産,0,有形固定資産,,貸与資産,,1,6,10A210730,Assets for rent
　　　　　　　減価償却累計額,0,有形固定資産,,減価償却累計額,,1,7,10A210740,Accumulated depreciation
　　　　　　　貸与資産（純額）,0,有形固定資産,,貸与資産（純額）,,1,7,10A210750,"Assets for rent, net"
　　　　　　賃貸不動産,0,有形固定資産,,賃貸不動産,,1,6,10A210760,Real estate for rent
　　　　　　　減価償却累計額,0,有形固定資産,,減価償却累計額,,1,7,10A210770,Accumulated depreciation
　　　　　　　賃貸不動産（純額）,0,有形固定資産,,賃貸不動産（純額）,,1,7,10A210780,"Real estate for rent, net"
　　　　　　立木,0,有形固定資産,,立木,,1,6,10A210790,Trees
　　　　　　その他の設備,0,有形固定資産,,その他の設備,,1,6,10A210800,Other facilities
　　　　　　コース勘定,0,有形固定資産,,コース勘定,,1,6,10A210810,Golf courses
　　　　　　ドック船台,0,有形固定資産,,ドック船台,,1,6,10A210820,Docks and building berths
　　　　　　　減価償却累計額,0,有形固定資産,,減価償却累計額,,1,7,10A210830,Accumulated depreciation
　　　　　　　減損損失累計額,0,有形固定資産,,減損損失累計額,,1,7,10A210840,Accumulated impairment loss
　　　　　　　減価償却累計額及び減損損失累計額,0,有形固定資産,,減価償却累計額及び減損損失累計額,,1,7,10A210850,Accumulated depreciation and impairment loss
　　　　　　　ドック船台（純額）,0,有形固定資産,,ドック船台（純額）,,1,7,10A210860,"Docks and building berths, net"
　　　　　　その他,0,有形固定資産,,その他,,1,6,10A210870,Other
　　　　　　　減価償却累計額,0,有形固定資産,,減価償却累計額,,1,7,10A210880,Accumulated depreciation
　　　　　　　減損損失累計額,0,有形固定資産,,減損損失累計額,,1,7,10A210890,Accumulated impairment loss
　　　　　　　減価償却累計額及び減損損失累計額,0,有形固定資産,,減価償却累計額及び減損損失累計額,,1,7,10A210900,Accumulated depreciation and impairment loss
　　　　　　　その他（純額）,0,有形固定資産,,その他（純額）,,1,7,10A210910,"Other, net"
　　　　　減価償却累計額,0,有形固定資産,,減価償却累計額,,1,5,10A210920,Accumulated depreciation
　　　　　減損損失累計額,0,有形固定資産,,減損損失累計額,,1,5,10A210930,Accumulated impairment loss
　　　　　減価償却累計額及び減損損失累計額,0,有形固定資産,,減価償却累計額及び減損損失累計額,,1,5,10A210940,Accumulated depreciation and impairment loss
　　　　　有形固定資産,0,有形固定資産,,有形固定資産,,1,5,10A210950,"Property, plant and equipment"
　　　　無形固定資産,,無形固定資産,,無形固定資産,,T,4,10A220010,Intangible assets
　　　　　特許権,0,無形固定資産,,特許権,,1,5,10A220020,Patent right
　　　　　借地権,0,無形固定資産,,借地権,,1,5,10A220030,Leasehold interests in land
　　　　　地上権,,無形固定資産,,地上権,,T,5,10A220040,Surface right
　　　　　商標権,0,無形固定資産,,商標権,,1,5,10A220050,Trademark right
　　　　　実用新案権,0,無形固定資産,,実用新案権,,1,5,10A220060,Utility model right
　　　　　意匠権,0,無形固定資産,,意匠権,,1,5,10A220070,Design right
　　　　　鉱業権,0,無形固定資産,,鉱業権,,1,5,10A220080,Mining right
　　　　　漁業権,0,無形固定資産,,漁業権,,1,5,10A220090,Fishery right
　　　　　入漁権,,無形固定資産,,入漁権,,T,5,10A220100,Common of piscary
　　　　　ソフトウエア,0,無形固定資産,,ソフトウエア,,1,5,10A220110,Software
　　　　　ソフトウエア仮勘定,0,無形固定資産,,ソフトウエア仮勘定,,1,5,10A220120,Software in progress
　　　　　のれん,0,無形固定資産,,のれん,,1,5,10A220130,Goodwill
　　　　　リース資産,0,無形固定資産,,リース資産,,1,5,10A220140,Leased assets
　　　　　公共施設等運営権,0,無形固定資産,,公共施設等運営権,,1,5,10A220150,Right to operate public facilities
　　　　　仕掛研究開発,0,無形固定資産,,仕掛研究開発,,1,5,10A220160,In-process research and development
　　　　　その他の無形資産で流動資産又は投資たる資産に属しないもの,,無形固定資産,,その他の無形資産で流動資産又は投資たる資産に属しないもの,,T,5,10A220170,Other intangible assets not classified as current assets or investments
　　　　　　施設利用権,0,無形固定資産,,施設利用権,,1,6,10A220180,Right to use facilities
　　　　　　電話加入権,0,無形固定資産,,電話加入権,,1,6,10A220190,Telephone subscription right
　　　　　　電気供給施設利用権,0,無形固定資産,,電気供給施設利用権,,1,6,10A220200,Right to use electricity supply facilities
　　　　　　電気通信施設利用権,0,無形固定資産,,電気通信施設利用権,,1,6,10A220210,Right to use telecommunication facilities
　　　　　　電信電話専用施設利用権,0,無形固定資産,,電信電話専用施設利用権,,1,6,10A220220,Right to use telephone and telegraph facilities
　　　　　　公共施設利用権,0,無形固定資産,,公共施設利用権,,1,6,10A220230,Right to use public facilities
　　　　　　水道施設利用権,0,無形固定資産,,水道施設利用権,,1,6,10A220240,Right to use water facilities
　　　　　　その他の施設利用権,0,無形固定資産,,その他の施設利用権,,1,6,10A220250,Right to use other facilities
　　　　　　工業所有権,0,無形固定資産,,工業所有権,,1,6,10A220260,Industrial property
　　　　　　借家権,0,無形固定資産,,借家権,,1,6,10A220270,Leasehold interests in buildings
　　　　　　特許実施権,0,無形固定資産,,特許実施権,,1,6,10A220280,Right to use patent
　　　　　　水利権,0,無形固定資産,,水利権,,1,6,10A220290,Water right
　　　　　　版権,0,無形固定資産,,版権,,1,6,10A220300,Copyright
　　　　　　著作権,0,無形固定資産,,著作権,,1,6,10A220310,Copyright
　　　　　　その他,0,無形固定資産,,その他,,1,6,10A220320,Other
　　　　　無形固定資産,0,無形固定資産,,無形固定資産,,1,5,10A220330,Intangible assets
　　　　投資その他の資産,,投資その他の資産,,投資その他の資産,,T,4,10A230010,Investments and other assets
　　　　　関係会社株式その他流動資産に属しない有価証券,,投資その他の資産,,関係会社株式その他流動資産に属しない有価証券,,T,5,10A230020,Shares of subsidiaries and associates and other non-current securities
　　　　　　投資有価証券,0,投資その他の資産,,投資有価証券,,1,6,10A230030,Investment securities
　　　　　　関係会社株式,0,投資その他の資産,,関係会社株式,,1,6,10A230040,Shares of subsidiaries and associates
　　　　　　関係会社社債,0,投資その他の資産,,関係会社社債,,1,6,10A230050,Bonds of subsidiaries and associates
　　　　　　その他の関係会社有価証券,0,投資その他の資産,,その他の関係会社有価証券,,1,6,10A230060,Investments in other securities of subsidiaries and associates
　　　　　　営業投資有価証券,0,投資その他の資産,,営業投資有価証券,,1,6,10A230070,Operational investment securities
　　　　　出資金,,投資その他の資産,,出資金,,T,5,10A230080,Investments in capital
　　　　　　出資金,0,投資その他の資産,,出資金,,1,6,10A230090,Investments in capital
　　　　　　関係会社出資金,0,投資その他の資産,,関係会社出資金,,1,6,10A230100,Investments in capital of subsidiaries and associates
　　　　　　営業出資金,0,投資その他の資産,,営業出資金,,1,6,10A230110,Operating investments in capital
　　　　　　匿名組合出資金,0,投資その他の資産,,匿名組合出資金,,1,6,10A230120,Investments in silent partnerships
　　　　　長期貸付金,,投資その他の資産,,長期貸付金,,T,5,10A230130,Long-term loans receivable
　　　　　　長期貸付金,0,投資その他の資産,,長期貸付金,,1,6,10A230140,Long-term loans receivable
　　　　　　　貸倒引当金,0,投資その他の資産,,貸倒引当金,,1,7,10A230150,Allowance for doubtful accounts
　　　　　　　長期貸付金（純額）,0,投資その他の資産,,長期貸付金（純額）,,1,7,10A230160,"Long-term loans receivable, net"
　　　　　　関係会社長期貸付金,0,投資その他の資産,,関係会社長期貸付金,,1,6,10A230170,Long-term loans receivable from subsidiaries and associates
　　　　　　　貸倒引当金,0,投資その他の資産,,貸倒引当金,,1,7,10A230180,Allowance for doubtful accounts
　　　　　　　関係会社長期貸付金（純額）,0,投資その他の資産,,関係会社長期貸付金（純額）,,1,7,10A230190,"Long-term loans receivable from subsidiaries and associates, net"
　　　　　　株主、役員又は従業員に対する長期貸付金,0,投資その他の資産,,株主、役員又は従業員に対する長期貸付金,,1,6,10A230200,"Long-term loans receivable from shareholders, directors (and other officers) or employees"
　　　　　　　貸倒引当金,0,投資その他の資産,,貸倒引当金,,1,7,10A230210,Allowance for doubtful accounts
　　　　　　　株主、役員又は従業員に対する長期貸付金（純額）,0,投資その他の資産,,株主、役員又は従業員に対する長期貸付金（純額）,,1,7,10A230220,"Long-term loans receivable from shareholders, directors (and other officers) or employees, net"
　　　　　　従業員に対する長期貸付金,0,投資その他の資産,,従業員に対する長期貸付金,,1,6,10A230230,Long-term loans receivable from employees
　　　　　　　貸倒引当金,0,投資その他の資産,,貸倒引当金,,1,7,10A230240,Allowance for doubtful accounts
　　　　　　　従業員に対する長期貸付金（純額）,0,投資その他の資産,,従業員に対する長期貸付金（純額）,,1,7,10A230250,"Long-term loans receivable from employees, net"
　　　　　　役員及び従業員に対する長期貸付金,0,投資その他の資産,,役員及び従業員に対する長期貸付金,,1,6,10A230260,Long-term loans receivable from directors (and other officers) and employees
　　　　　　役員に対する長期貸付金,0,投資その他の資産,,役員に対する長期貸付金,,1,6,10A230270,Long-term loans receivable from directors (and other officers)
　　　　　前各号に掲げられるものの外、流動資産、有形固定資産、無形固定資産又は繰延資産に属するもの以外の長期資産,,投資その他の資産,,前各号に掲げられるものの外、流動資産、有形固定資産、無形固定資産又は繰延資産に属するもの以外の長期資産,,T,5,10A230280,Other long-term assets
　　　　　　親会社株式,0,投資その他の資産,,親会社株式,,1,6,10A230290,Shares of parent
　　　　　　破産更生債権等,0,投資その他の資産,,破産更生債権等,,1,6,10A230300,"Claims provable in bankruptcy, claims provable in rehabilitation and other"
　　　　　　　貸倒引当金,0,投資その他の資産,,貸倒引当金,,1,7,10A230310,Allowance for doubtful accounts
　　　　　　　破産更生債権等（純額）,0,投資その他の資産,,破産更生債権等（純額）,,1,7,10A230320,"Claims provable in bankruptcy, claims provable in rehabilitation and other, net"
　　　　　　長期前払費用,0,投資その他の資産,,長期前払費用,,1,6,10A230330,Long-term prepaid expenses
　　　　　　長期前払消費税等,0,投資その他の資産,,長期前払消費税等,,1,6,10A230340,Long-term prepaid consumption taxes
　　　　　　前払年金費用,0,投資その他の資産,,前払年金費用,,1,6,10A230350,Prepaid pension cost
　　　　　　退職給付に係る資産,0,投資その他の資産,,退職給付に係る資産,,1,6,10A230360,Retirement benefit asset
　　　　　　繰延税金資産,0,投資その他の資産,,繰延税金資産,,1,6,10A230370,Deferred tax assets
　　　　　　再評価に係る繰延税金資産,0,投資その他の資産,,再評価に係る繰延税金資産,,1,6,10A230380,Deferred tax assets for land revaluation
　　　　　　投資不動産,0,投資その他の資産,,投資不動産,,1,6,10A230390,Investment property
　　　　　　　減価償却累計額,0,投資その他の資産,,減価償却累計額,,1,7,10A230400,Accumulated depreciation
　　　　　　　減損損失累計額,0,投資その他の資産,,減損損失累計額,,1,7,10A230410,Accumulated impairment loss
　　　　　　　減価償却累計額及び減損損失累計額,0,投資その他の資産,,減価償却累計額及び減損損失累計額,,1,7,10A230420,Accumulated depreciation and impairment loss
　　　　　　　投資不動産（純額）,0,投資その他の資産,,投資不動産（純額）,,1,7,10A230430,"Investment property, net"
　　　　　　不動産信託受益権,0,投資その他の資産,,不動産信託受益権,,1,6,10A230440,Beneficial interests in real estate trust
　　　　　　信託土地,0,投資その他の資産,,信託土地,,1,6,10A230450,Land in trust
　　　　　　信託建物,0,投資その他の資産,,信託建物,,1,6,10A230460,Buildings in trust
　　　　　　リース投資資産,0,投資その他の資産,,リース投資資産,,1,6,10A230470,Investments in leases
　　　　　　デリバティブ債権,0,投資その他の資産,,デリバティブ債権,,1,6,10A230480,Derivatives
　　　　　　　為替予約,0,投資その他の資産,,為替予約,,1,7,10A230490,Forward exchange contracts
　　　　　　　金利スワップ資産,0,投資その他の資産,,金利スワップ資産,,1,7,10A230500,Interest rate swap assets
　　　　　　　金利スワップ,0,投資その他の資産,,金利スワップ,,1,7,10A230510,Interest rate swaps
　　　　　　　買建通貨オプション,0,投資その他の資産,,買建通貨オプション,,1,7,10A230520,Purchased currency options
　　　　　　　通貨オプション,0,投資その他の資産,,通貨オプション,,1,7,10A230530,Currency options
　　　　　　　オプション資産,0,投資その他の資産,,オプション資産,,1,7,10A230540,Options
　　　　　　長期預け金,0,投資その他の資産,,長期預け金,,1,6,10A230550,Long-term deposits
　　　　　　長期預金,0,投資その他の資産,,長期預金,,1,6,10A230560,Long-term time deposits
　　　　　　保険積立金,0,投資その他の資産,,保険積立金,,1,6,10A230570,Insurance funds
　　　　　　生命保険積立金,0,投資その他の資産,,生命保険積立金,,1,6,10A230580,Life insurance funds
　　　　　　団体生命保険金,0,投資その他の資産,,団体生命保険金,,1,6,10A230590,Group life insurance
　　　　　　会員権,0,投資その他の資産,,会員権,,1,6,10A230600,Membership
　　　　　　　ゴルフ会員権,0,投資その他の資産,,ゴルフ会員権,,1,7,10A230610,Golf club membership
　　　　　　　施設利用会員権,0,投資その他の資産,,施設利用会員権,,1,7,10A230620,Facility membership
　　　　　　差入保証金,0,投資その他の資産,,差入保証金,,1,6,10A230630,Guarantee deposits
　　　　　　関係会社長期未収入金,0,投資その他の資産,,関係会社長期未収入金,,1,6,10A230640,Long-term accounts receivable from subsidiaries and associates - other
　　　　　　敷金,0,投資その他の資産,,敷金,,1,6,10A230650,Leasehold deposits
　　　　　　敷金及び保証金,0,投資その他の資産,,敷金及び保証金,,1,6,10A230660,Leasehold and guarantee deposits
　　　　　　固定化営業債権,0,投資その他の資産,,固定化営業債権,,1,6,10A230670,Bad debts
　　　　　　事業保険積立金,0,投資その他の資産,,事業保険積立金,,1,6,10A230680,Business insurance funds
　　　　　　事業保険金,0,投資その他の資産,,事業保険金,,1,6,10A230690,Business insurance
　　　　　　入会金,0,投資その他の資産,,入会金,,1,6,10A230700,Admission fee
　　　　　　入会保証金,0,投資その他の資産,,入会保証金,,1,6,10A230710,Deposits on admission
　　　　　　信託受益権,0,投資その他の資産,,信託受益権,,1,6,10A230720,Beneficial interests in trust
　　　　　　長期営業外未収入金,0,投資その他の資産,,長期営業外未収入金,,1,6,10A230730,Long-term non-operating accounts receivable
　　　　　　長期未収入金,0,投資その他の資産,,長期未収入金,,1,6,10A230740,Long-term accounts receivable - other
　　　　　　建設協力金,0,投資その他の資産,,建設協力金,,1,6,10A230750,Construction assistance fund receivables
　　　　　　店舗賃借仮勘定,0,投資その他の資産,,店舗賃借仮勘定,,1,6,10A230760,Deposits for stores in preparation
　　　　　　役員退職積立金,0,投資その他の資産,,役員退職積立金,,1,6,10A230770,Fund for retirement benefits for directors (and other officers)
　　　　　　役員に対する保険積立金,0,投資その他の資産,,役員に対する保険積立金,,1,6,10A230780,Insurance funds for directors (and other officers)
　　　　　　長期投資,0,投資その他の資産,,長期投資,,1,6,10A230790,Long-term investments
　　　　　　その他,0,投資その他の資産,,その他,,1,6,10A230800,Other
　　　　　　投資その他の資産に属する資産に係る引当金,,投資その他の資産,,投資その他の資産に属する資産に係る引当金,,T,6,10A230810,Allowance - investment and other assets
　　　　　　　貸倒引当金,0,投資その他の資産,,貸倒引当金,,1,7,10A230820,Allowance for doubtful accounts
　　　　　　　投資損失引当金,0,投資その他の資産,,投資損失引当金,,1,7,10A230830,Allowance for investment loss
　　　　　投資その他の資産,0,投資その他の資産,,投資その他の資産,,1,5,10A230840,"Investments and other assets, gross"
　　　　　減価償却累計額,0,投資その他の資産,,減価償却累計額,,1,5,10A230850,Accumulated depreciation
　　　　　減損損失累計額,0,投資その他の資産,,減損損失累計額,,1,5,10A230860,Accumulated impairment loss
　　　　　減価償却累計額及び減損損失累計額,0,投資その他の資産,,減価償却累計額及び減損損失累計額,,1,5,10A230870,Accumulated depreciation and impairment loss
　　　　　投資その他の資産,0,投資その他の資産,,投資その他の資産,,1,5,10A230880,Investments and other assets
　　　　固定資産,0,固定資産,,固定資産,,1,4,10A200020,Non-current assets
　　　繰延資産,,繰延資産,,繰延資産,,T,3,10A300010,Deferred assets
　　　　創立費,0,繰延資産,,創立費,,1,4,10A300020,Organization expenses
　　　　開業費,0,繰延資産,,開業費,,1,4,10A300030,Business commencement expenses
　　　　株式交付費,0,繰延資産,,株式交付費,,1,4,10A300040,Share issuance cost
　　　　社債発行費,0,繰延資産,,社債発行費,,1,4,10A300050,Bond issuance cost
　　　　開発費,0,繰延資産,,開発費,,1,4,10A300060,Development expenses
　　　　その他,0,繰延資産,,その他,,1,4,10A300070,Other
　　　　繰延資産,0,繰延資産,,繰延資産,,1,4,10A300080,Deferred assets
　　　資産,0,資産,,資産,,1,3,10A000020,Assets
　　負債の部,,負債,,負債の部,,T,2,10B000010,Liabilities
　　　流動負債,,流動負債,,流動負債,,T,3,10B100010,Current liabilities
　　　　支払手形及び買掛金,0,流動負債,,支払手形及び買掛金,,1,4,10B100020,Notes and accounts payable - trade
　　　　支払手形,0,流動負債,,支払手形,,1,4,10B100030,Notes payable - trade
　　　　買掛金,0,流動負債,,買掛金,,1,4,10B100040,Accounts payable - trade
　　　　営業未払金,0,流動負債,,営業未払金,,1,4,10B100050,Trade accounts payable
　　　　支払手形及び営業未払金,0,流動負債,,支払手形及び営業未払金,,1,4,10B100060,Trade notes and accounts payable
　　　　電子記録債務,0,流動負債,,電子記録債務,,1,4,10B100070,Electronically recorded obligations - operating
　　　　業務未払金,0,流動負債,,業務未払金,,1,4,10B100080,Accounts payable - operating
　　　　受託販売未払金,0,流動負債,,受託販売未払金,,1,4,10B100090,Accounts payable - consignment
　　　　不動産事業未払金,0,流動負債,,不動産事業未払金,,1,4,10B100100,Accounts payable - real estate business
　　　　加盟店借勘定,0,流動負債,,加盟店借勘定,,1,4,10B100110,Accounts payable - due to franchised stores
　　　　商品券,0,流動負債,,商品券,,1,4,10B100120,Gift certificates
　　　　未成業務受入金,0,流動負債,,未成業務受入金,,1,4,10B100130,Advances received on service contracts in progress
　　　　不動産事業受入金,0,流動負債,,不動産事業受入金,,1,4,10B100140,Deposits received - real estate business
　　　　未払金及び未払費用,0,流動負債,,未払金及び未払費用,,1,4,10B100150,"Accounts payable - other, and accrued expenses"
　　　　未払費用,0,流動負債,,未払費用,,1,4,10B100160,Accrued expenses
　　　　前受金,0,流動負債,,前受金,,1,4,10B100170,Advances received
　　　　前受工事負担金,0,流動負債,,前受工事負担金,,1,4,10B100180,Deferred contribution for construction
　　　　前受収益,0,流動負債,,前受収益,,1,4,10B100190,Unearned revenue
　　　　リース債務,0,流動負債,,リース債務,,1,4,10B100200,Lease obligations
　　　　資産除去債務,0,流動負債,,資産除去債務,,1,4,10B100210,Asset retirement obligations
　　　　公共施設等運営権に係る負債,0,流動負債,,公共施設等運営権に係る負債,,1,4,10B100220,Liabilities related to right to operate public facilities
　　　　デリバティブ債務,0,流動負債,,デリバティブ債務,,1,4,10B100230,Derivatives liabilities
　　　　　為替予約,0,流動負債,,為替予約,,1,5,10B100240,Forward exchange contracts
　　　　　金利スワップ負債,0,流動負債,,金利スワップ負債,,1,5,10B100250,Interest rate swap liabilities
　　　　　金利スワップ,0,流動負債,,金利スワップ,,1,5,10B100260,Interest rate swaps
　　　　　売建通貨オプション,0,流動負債,,売建通貨オプション,,1,5,10B100270,Sold currency options
　　　　　通貨オプション,0,流動負債,,通貨オプション,,1,5,10B100280,Currency options
　　　　　オプション負債,0,流動負債,,オプション負債,,1,5,10B100290,Options
　　　　引当金,,流動負債,,引当金,,T,4,10B100300,Provisions
　　　　　製品保証引当金,0,流動負債,,製品保証引当金,,1,5,10B100310,Provision for product warranties
　　　　　賞与引当金,0,流動負債,,賞与引当金,,1,5,10B100320,Provision for bonuses
　　　　　修繕引当金,0,流動負債,,修繕引当金,,1,5,10B100330,Provision for repairs
　　　　　役員賞与引当金,0,流動負債,,役員賞与引当金,,1,5,10B100340,Provision for bonuses for directors (and other officers)
　　　　　債務保証損失引当金,0,流動負債,,債務保証損失引当金,,1,5,10B100350,Provision for loss on guarantees
　　　　　ポイント引当金,0,流動負債,,ポイント引当金,,1,5,10B100360,Provision for point card certificates
　　　　　株主優待引当金,0,流動負債,,株主優待引当金,,1,5,10B100370,Provision for shareholder benefit program
　　　　　売上割戻引当金,0,流動負債,,売上割戻引当金,,1,5,10B100380,Provision for sales rebates
　　　　　工事損失引当金,0,流動負債,,工事損失引当金,,1,5,10B100390,Provision for loss on construction contracts
　　　　　完成工事補償引当金,0,流動負債,,完成工事補償引当金,,1,5,10B100400,Provision for warranties for completed construction
　　　　　店舗閉鎖損失引当金,0,流動負債,,店舗閉鎖損失引当金,,1,5,10B100410,Provision for loss on store closings
　　　　　販売促進引当金,0,流動負債,,販売促進引当金,,1,5,10B100420,Provision for sales promotion expenses
