sequence,level,type,identifier,name,datatype,multiplicity,domain_name,definition,module,table,class_term,id,path,semantic_path,abbreviation_path,label_local,definition_local
2160,3,R,,Business Segment,,0..*,,"The reference association to the Business Segment class, which is a class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.",General Ledger,4,Business Segment,BS02ab,/GL01a/GL02a/BS02ab,$.General Ledger Journal Entry.General Ledger Journal Entry Line.Business Segment,GenrLedgrJrnEntry.GenrLedgrJrnEntryLn.BusSg,,
2161,4,A,REF,Code,Identifier,1..1,Identifier Short,The unique code identifying a specific business segment.,General Ledger,4,Business Segment,BS02ab_01,/GL01a/GL02a/BS02ab/BS02ab_01,$.General Ledger Journal Entry.General Ledger Journal Entry Line.Business Segment.Code,GenrLedgrJrnEntry.GenrLedgrJrnEntryLn.BusSg.Cd,,
2162,4,A,REF,Segment Reference Level,Char,1..1,Char Short,"The hierarchical level of a business segment within the organization, with lower numbers indicating higher levels.",General Ledger,4,Business Segment,BS02ab_03,/GL01a/GL02a/BS02ab/BS02ab_03,$.General Ledger Journal Entry.General Ledger Journal Entry Line.Business Segment.Segment Reference Level,GenrLedgrJrnEntry.GenrLedgrJrnEntryLn.BusSg.SgRefLevl,,
2163,1,C,,General Ledger Source,,,,"A class details the origins of data in the General Ledger Journal Entry, including the ERP systems or accounting packages involved and the related business processes.",General Ledger,54,General Ledger Source,GL04b,/GL04b,$.General Ledger Source,GenrLedgrSrc,,
2164,2,A,PK,Code,Identifier,1..1,Identifier Short,The unique code indicating the origin of a journal entry.,General Ledger,54,General Ledger Source,GL04b_01,/GL04b/GL04b_01,$.General Ledger Source.Code,GenrLedgrSrc.Cd,,
2165,2,A,,Description,Text,0..1,Text Medium,The explanation of the source system for the general ledger.,General Ledger,54,General Ledger Source,GL04b_02,/GL04b/GL04b_02,$.General Ledger Source.Description,GenrLedgrSrc.Dscr,,
2166,2,A,,ERP Subledger Module,Char,0..1,Char Long,"The specific subledger or ERP module source of a journal entry, reflecting the origin within the accounting system or process.",General Ledger,54,General Ledger Source,GL04b_03,/GL04b/GL04b_03,$.General Ledger Source.ERP Subledger Module,GenrLedgrSrc.ErpSbldgMod,,
2167,2,A,,System Manual Code,Code,0..1,SYSTEM MANUAL CODE,A code that denotes whether a journal entry was created automatically by the system or by input manually.,General Ledger,54,General Ledger Source,GL04b_04,/GL04b/GL04b_04,$.General Ledger Source.System Manual Code,GenrLedgrSrc.SystmManlCd,,
2168,2,A,,Business Process Major,Char,0..1,Char Long,The main category of business activities as recorded in the general ledger.,General Ledger,54,General Ledger Source,GL04b_05,/GL04b/GL04b_05,$.General Ledger Source.Business Process Major,GenrLedgrSrc.BusProcMajr,,
2169,2,A,,Business Process Minor,Char,0..1,Char Long,The specific activities or sub-categories within a broader business process context.,General Ledger,54,General Ledger Source,GL04b_06,/GL04b/GL04b_06,$.General Ledger Source.Business Process Minor,GenrLedgrSrc.BusProcMnr,,
2170,1,C,,General Ledger Period Balance,,,,"A class that includes the cumulative total and balance of all accounts within an accounting period. It calculates and presents the starting and ending balances, amounts over the period, and quantities of assets or resources, ensuring a comprehensive reflection of financial status and changes in the General Ledger.",General Ledger,58,General Ledger Period Balance,GL03a,/GL03a,$.General Ledger Period Balance,GenrLedgrPerBal,,
2171,2,A,,Beginning Balance Indicator,Code,0..1,DEBIT CREDIT CODE,The designation that identifies whether the starting balance of an account is a debit or a credit.,General Ledger,58,General Ledger Period Balance,GL03a_01,/GL03a/GL03a_01,$.General Ledger Period Balance.Beginning Balance Indicator,GenrLedgrPerBal.BegBalInd,,
2172,2,A,,Ending Balance Indicator,Code,0..1,DEBIT CREDIT CODE,The marker that specifies the nature of the account balance at the end of an accounting period as either a debit or a credit.,General Ledger,58,General Ledger Period Balance,GL03a_02,/GL03a/GL03a_02,$.General Ledger Period Balance.Ending Balance Indicator,GenrLedgrPerBal.EndBalInd,,
2173,2,R,,Ledger Account,,1..1,,"The reference association to the Ledger Account class, which is a class stores information about General Ledger accounts.",General Ledger,20,Ledger Account,BS10a4,/GL03a/BS10a4,$.General Ledger Period Balance.Ledger Account,GenrLedgrPerBal.LedgrAcnt,,
2174,3,A,REF,Account Number,Identifier,1..1,LEDGER ACCOUNT NUMBER,"The reference identifier assigned to a general ledger account, categorically coded to align with established accounting principles and the specific characteristics of the business.",General Ledger,20,Ledger Account,BS10a4_01,/GL03a/BS10a4_01,$.General Ledger Period Balance.Ledger Account.Account Number,GenrLedgrPerBal.LedgrAcnt.AcntNr,,
2175,2,R,,Measurement Unit,,0..1,,"The reference association to the Measurement Unit class, which is a class documents the units of measure utilized across various business documents and accounting ledgers.",General Ledger,32,Measurement Unit,BS12t,/GL03a/BS12t,$.General Ledger Period Balance.Measurement Unit,GenrLedgrPerBal.MeaUnt,,
2176,3,A,REF,UOM Code,Identifier,1..1,MEASUREMENT UNIT CODE,The unique code for the unit of measure used in transactions.,General Ledger,32,Measurement Unit,BS12t_01,/GL03a/BS12t_01,$.General Ledger Period Balance.Measurement Unit.UOM Code,GenrLedgrPerBal.MeaUnt.UomCd,,
2177,2,R,,(Account Segment) Project,,0..1,,"The reference association to the Account Segment Project class, which is a class designed for specific projects that can vary from construction to research and may receive public or private funding. It methodically logs key information such as organizational hierarchy, strategic approaches, processes, steps taken, records, budgetary outlines, actual expenses, and the progress made toward set goals.",General Ledger,36,(Account Segment) Project,BS14e,/GL03a/BS14e,$.General Ledger Period Balance.(Account Segment) Project,GenrLedgrPerBal.AccntSegmnProj,,
2178,3,A,REF,ID,Identifier,1..1,Identifier Medium,The reference identifier for a project.,General Ledger,36,(Account Segment) Project,BS14e_01,/GL03a/BS14e_01,$.General Ledger Period Balance.(Account Segment) Project.ID,GenrLedgrPerBal.AccntSegmnProj.Id,,
2179,2,C,,(Beginning Balance) Amounts,,0..1,,"A class that keeps track of money values in different currencies, including the main, report, local, and transaction currencies for clear financial understanding and analysis in various regions and economies.",General Ledger,0,(Beginning Balance) Amounts,GE05d,/GL03a/GE05d,$.General Ledger Period Balance.(Beginning Balance) Amounts,GenrLedgrPerBal.BegnnBalncAmnts,,
2180,3,C,,(Functional) Amount,,0..1,,A class that specifies a value of money in a given currency.,General Ledger,0,(Functional) Amount,GE04bG,/GL03a/GE04bG,$.General Ledger Period Balance.(Beginning Balance) Amounts.(Functional) Amount,GenrLedgrPerBal.BegnnBalncAmnts.FnctnAmt,,
2181,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,General Ledger,0,(Functional) Amount,GE04bG_01,/GL03a/GE04bG_01,$.General Ledger Period Balance.(Beginning Balance) Amounts.(Functional) Amount.Value,GenrLedgrPerBal.BegnnBalncAmnts.FnctnAmt.Val,,
2182,4,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",General Ledger,30,Currency,BS04bJ,/GL03a/BS04bJ,$.General Ledger Period Balance.(Beginning Balance) Amounts.(Functional) Amount.Currency,GenrLedgrPerBal.BegnnBalncAmnts.FnctnAmt.Cur,,
2183,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,General Ledger,30,Currency,BS04bJ_01,/GL03a/BS04bJ_01,$.General Ledger Period Balance.(Beginning Balance) Amounts.(Functional) Amount.Currency.Code,GenrLedgrPerBal.BegnnBalncAmnts.FnctnAmt.Cur.Cd,,
2184,3,C,,(Local) Amount,,0..1,,A class that specifies a value of money in a given currency.,General Ledger,0,(Local) Amount,GE04bH,/GL03a/GE04bH,$.General Ledger Period Balance.(Beginning Balance) Amounts.(Local) Amount,GenrLedgrPerBal.BegnnBalncAmnts.LclAmt,,
2185,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,General Ledger,0,(Local) Amount,GE04bH_01,/GL03a/GE04bH_01,$.General Ledger Period Balance.(Beginning Balance) Amounts.(Local) Amount.Value,GenrLedgrPerBal.BegnnBalncAmnts.LclAmt.Val,,
2186,4,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",General Ledger,30,Currency,BS04bK,/GL03a/BS04bK,$.General Ledger Period Balance.(Beginning Balance) Amounts.(Local) Amount.Currency,GenrLedgrPerBal.BegnnBalncAmnts.LclAmt.Cur,,
2187,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,General Ledger,30,Currency,BS04bK_01,/GL03a/BS04bK_01,$.General Ledger Period Balance.(Beginning Balance) Amounts.(Local) Amount.Currency.Code,GenrLedgrPerBal.BegnnBalncAmnts.LclAmt.Cur.Cd,,
2188,3,C,,(Reporting) Amount,,0..1,,A class that specifies a value of money in a given currency.,General Ledger,0,(Reporting) Amount,GE04bI,/GL03a/GE04bI,$.General Ledger Period Balance.(Beginning Balance) Amounts.(Reporting) Amount,GenrLedgrPerBal.BegnnBalncAmnts.ReprtAmt,,
2189,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,General Ledger,0,(Reporting) Amount,GE04bI_01,/GL03a/GE04bI_01,$.General Ledger Period Balance.(Beginning Balance) Amounts.(Reporting) Amount.Value,GenrLedgrPerBal.BegnnBalncAmnts.ReprtAmt.Val,,
2190,4,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",General Ledger,30,Currency,BS04bL,/GL03a/BS04bL,$.General Ledger Period Balance.(Beginning Balance) Amounts.(Reporting) Amount.Currency,GenrLedgrPerBal.BegnnBalncAmnts.ReprtAmt.Cur,,
2191,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,General Ledger,30,Currency,BS04bL_01,/GL03a/BS04bL_01,$.General Ledger Period Balance.(Beginning Balance) Amounts.(Reporting) Amount.Currency.Code,GenrLedgrPerBal.BegnnBalncAmnts.ReprtAmt.Cur.Cd,,
2192,3,C,,(Transaction) Amount,,0..1,,A class that specifies a value of money in a given currency.,General Ledger,0,(Transaction) Amount,GE04bJ,/GL03a/GE04bJ,$.General Ledger Period Balance.(Beginning Balance) Amounts.(Transaction) Amount,GenrLedgrPerBal.BegnnBalncAmnts.TrnscAmt,,
2193,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,General Ledger,0,(Transaction) Amount,GE04bJ_01,/GL03a/GE04bJ_01,$.General Ledger Period Balance.(Beginning Balance) Amounts.(Transaction) Amount.Value,GenrLedgrPerBal.BegnnBalncAmnts.TrnscAmt.Val,,
2194,4,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",General Ledger,30,Currency,BS04bM,/GL03a/BS04bM,$.General Ledger Period Balance.(Beginning Balance) Amounts.(Transaction) Amount.Currency,GenrLedgrPerBal.BegnnBalncAmnts.TrnscAmt.Cur,,
2195,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,General Ledger,30,Currency,BS04bM_01,/GL03a/BS04bM_01,$.General Ledger Period Balance.(Beginning Balance) Amounts.(Transaction) Amount.Currency.Code,GenrLedgrPerBal.BegnnBalncAmnts.TrnscAmt.Cur.Cd,,
2196,2,C,,(Credit) Amounts,,0..1,,"A class that keeps track of money values in different currencies, including the main, report, local, and transaction currencies for clear financial understanding and analysis in various regions and economies.",General Ledger,0,(Credit) Amounts,GE05e,/GL03a/GE05e,$.General Ledger Period Balance.(Credit) Amounts,GenrLedgrPerBal.CrdtAmnts,,
2197,3,C,,(Functional) Amount,,0..1,,A class that specifies a value of money in a given currency.,General Ledger,0,(Functional) Amount,GE04bK,/GL03a/GE04bK,$.General Ledger Period Balance.(Credit) Amounts.(Functional) Amount,GenrLedgrPerBal.CrdtAmnts.FnctnAmt,,
2198,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,General Ledger,0,(Functional) Amount,GE04bK_01,/GL03a/GE04bK_01,$.General Ledger Period Balance.(Credit) Amounts.(Functional) Amount.Value,GenrLedgrPerBal.CrdtAmnts.FnctnAmt.Val,,
2199,4,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",General Ledger,30,Currency,BS04bN,/GL03a/BS04bN,$.General Ledger Period Balance.(Credit) Amounts.(Functional) Amount.Currency,GenrLedgrPerBal.CrdtAmnts.FnctnAmt.Cur,,
2200,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,General Ledger,30,Currency,BS04bN_01,/GL03a/BS04bN_01,$.General Ledger Period Balance.(Credit) Amounts.(Functional) Amount.Currency.Code,GenrLedgrPerBal.CrdtAmnts.FnctnAmt.Cur.Cd,,
2201,3,C,,(Local) Amount,,0..1,,A class that specifies a value of money in a given currency.,General Ledger,0,(Local) Amount,GE04bL,/GL03a/GE04bL,$.General Ledger Period Balance.(Credit) Amounts.(Local) Amount,GenrLedgrPerBal.CrdtAmnts.LclAmt,,
2202,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,General Ledger,0,(Local) Amount,GE04bL_01,/GL03a/GE04bL_01,$.General Ledger Period Balance.(Credit) Amounts.(Local) Amount.Value,GenrLedgrPerBal.CrdtAmnts.LclAmt.Val,,
2203,4,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",General Ledger,30,Currency,BS04bO,/GL03a/BS04bO,$.General Ledger Period Balance.(Credit) Amounts.(Local) Amount.Currency,GenrLedgrPerBal.CrdtAmnts.LclAmt.Cur,,
2204,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,General Ledger,30,Currency,BS04bO_01,/GL03a/BS04bO_01,$.General Ledger Period Balance.(Credit) Amounts.(Local) Amount.Currency.Code,GenrLedgrPerBal.CrdtAmnts.LclAmt.Cur.Cd,,
2205,3,C,,(Reporting) Amount,,0..1,,A class that specifies a value of money in a given currency.,General Ledger,0,(Reporting) Amount,GE04bM,/GL03a/GE04bM,$.General Ledger Period Balance.(Credit) Amounts.(Reporting) Amount,GenrLedgrPerBal.CrdtAmnts.ReprtAmt,,
2206,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,General Ledger,0,(Reporting) Amount,GE04bM_01,/GL03a/GE04bM_01,$.General Ledger Period Balance.(Credit) Amounts.(Reporting) Amount.Value,GenrLedgrPerBal.CrdtAmnts.ReprtAmt.Val,,
2207,4,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",General Ledger,30,Currency,BS04bP,/GL03a/BS04bP,$.General Ledger Period Balance.(Credit) Amounts.(Reporting) Amount.Currency,GenrLedgrPerBal.CrdtAmnts.ReprtAmt.Cur,,
2208,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,General Ledger,30,Currency,BS04bP_01,/GL03a/BS04bP_01,$.General Ledger Period Balance.(Credit) Amounts.(Reporting) Amount.Currency.Code,GenrLedgrPerBal.CrdtAmnts.ReprtAmt.Cur.Cd,,
2209,3,C,,(Transaction) Amount,,0..1,,A class that specifies a value of money in a given currency.,General Ledger,0,(Transaction) Amount,GE04bN,/GL03a/GE04bN,$.General Ledger Period Balance.(Credit) Amounts.(Transaction) Amount,GenrLedgrPerBal.CrdtAmnts.TrnscAmt,,
2210,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,General Ledger,0,(Transaction) Amount,GE04bN_01,/GL03a/GE04bN_01,$.General Ledger Period Balance.(Credit) Amounts.(Transaction) Amount.Value,GenrLedgrPerBal.CrdtAmnts.TrnscAmt.Val,,
2211,4,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",General Ledger,30,Currency,BS04cQ,/GL03a/BS04cQ,$.General Ledger Period Balance.(Credit) Amounts.(Transaction) Amount.Currency,GenrLedgrPerBal.CrdtAmnts.TrnscAmt.Cur,,
2212,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,General Ledger,30,Currency,BS04cQ_01,/GL03a/BS04cQ_01,$.General Ledger Period Balance.(Credit) Amounts.(Transaction) Amount.Currency.Code,GenrLedgrPerBal.CrdtAmnts.TrnscAmt.Cur.Cd,,
2213,2,C,,(Debit) Amounts,,0..1,,"A class that keeps track of money values in different currencies, including the main, report, local, and transaction currencies for clear financial understanding and analysis in various regions and economies.",General Ledger,0,(Debit) Amounts,GE05f,/GL03a/GE05f,$.General Ledger Period Balance.(Debit) Amounts,GenrLedgrPerBal.DebtAmnts,,
2214,3,C,,(Functional) Amount,,0..1,,A class that specifies a value of money in a given currency.,General Ledger,0,(Functional) Amount,GE04bO,/GL03a/GE04bO,$.General Ledger Period Balance.(Debit) Amounts.(Functional) Amount,GenrLedgrPerBal.DebtAmnts.FnctnAmt,,
2215,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,General Ledger,0,(Functional) Amount,GE04bO_01,/GL03a/GE04bO_01,$.General Ledger Period Balance.(Debit) Amounts.(Functional) Amount.Value,GenrLedgrPerBal.DebtAmnts.FnctnAmt.Val,,
2216,4,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",General Ledger,30,Currency,BS04cR,/GL03a/BS04cR,$.General Ledger Period Balance.(Debit) Amounts.(Functional) Amount.Currency,GenrLedgrPerBal.DebtAmnts.FnctnAmt.Cur,,
