sequence,level,type,identifier,name,datatype,multiplicity,domain_name,definition,module,table,class_term,id,path,semantic_path,abbreviation_path,label_local,definition_local,xpath
1371,7,A,,Warranty Vendor,Name,0..1,,The vendor providing warranty; this may differ from the manufacturer.,gl-cor,0,Warranty,EH01a_05,/CO12a/CO11a/CO10a/BU12a/EH02a/EH01a_05,$.Accounting Entries.Entry Header.Entry Detail.Measurable.Serial Lot.Warranty.Warranty Vendor,AccntEntrs.EntryHedr.EntryDetl.Mesrb.SerlLt.Warrn.WarrnVendr,シリアルロット保証ベンダー,保証を提供するベンダー。これはメーカーとは異なる場合があります。,gl-ehm:serialLotWarrantyVendor
1372,7,A,,Warranty Contract,Text,0..1,,"Contract or document information related to the warranty, such as a contract number and date or a URL with more information.",gl-cor,0,Warranty,EH01a_06,/CO12a/CO11a/CO10a/BU12a/EH02a/EH01a_06,$.Accounting Entries.Entry Header.Entry Detail.Measurable.Serial Lot.Warranty.Warranty Contract,AccntEntrs.EntryHedr.EntryDetl.Mesrb.SerlLt.Warrn.WarrnContr,シリアルロット保証契約,契約番号と日付、または詳細情報を含むURLなど、保証に関連する契約または文書情報。,gl-ehm:serialLotWarrantyContract
1373,4,C,,Originating Document,,0..*,,"A tool to capture the flow of related documents in the gl-business process. Some needs of end users require a greater history of the documents that are associated with a transaction, especially in the VAT audit area. Contains a repetitive structure of related documents.",gl-cor,0,Originating Document,TA01d,/CO12a/CO11a/CO10a/TA01d,$.Accounting Entries.Entry Header.Entry Detail.Originating Document,AccntEntrs.EntryHedr.EntryDetl.OrgntDoc,【発生元文書情報】,業務プロセス上の、関連文書の流れを捕捉するためのもの。特にVAT監査では、エンドユーザの要求として、取引に関係する文書の履歴が必要とされる。関連文書情報の構造の繰り返しを含む。,
1374,5,A,PK,Number,Identifier,0..1,,Originating document number,gl-cor,0,Originating Document,TA01d_01,/CO12a/CO11a/CO10a/TA01d/TA01d_01,$.Accounting Entries.Entry Header.Entry Detail.Originating Document.Number,AccntEntrs.EntryHedr.EntryDetl.OrgntDoc.Nr,発生元文書番号,発生元文書の番号。,gl-cor:documentNumber
1375,5,A,,Type,Char,0..1,,"Originating document type - order, acknowledgement, confirmation, shipment, delivery/receipt, invoice, payment, etc.",gl-cor,0,Originating Document,TA01d_02,/CO12a/CO11a/CO10a/TA01d/TA01d_02,$.Accounting Entries.Entry Header.Entry Detail.Originating Document.Type,AccntEntrs.EntryHedr.EntryDetl.OrgntDoc.Typ,発生元文書種別,発生元文書の種別。発注、通知、確認、出荷、配送/受領、請求、支払、など。,gl-taf:originatingDocumentType
1376,5,A,,Date,Date,0..1,,Originating document date,gl-cor,0,Originating Document,TA01d_03,/CO12a/CO11a/CO10a/TA01d/TA01d_03,$.Accounting Entries.Entry Header.Entry Detail.Originating Document.Date,AccntEntrs.EntryHedr.EntryDetl.OrgntDoc.Dt,発生元文書日付,発生元文書の日付。,gl-taf:originatingDocumentDate
1377,5,A,,Identifier Type,Char,0..1,,"Originating document identifier type: e.g. Customer, Vendor, Employee, Other",gl-cor,0,Originating Document,TA01d_04,/CO12a/CO11a/CO10a/TA01d/TA01d_04,$.Accounting Entries.Entry Header.Entry Detail.Originating Document.Identifier Type,AccntEntrs.EntryHedr.EntryDetl.OrgntDoc.IdntfTyp,発生元文書対象CVE種別,"発生元文書の対象となるCVEの種別。例えば、顧客、仕入先、従業員、その他。
[設定値のリスト]
(C)、(customer：顧客)、(E)、(employee：従業員)、(V)、(vendor：仕入先)、(O)、(other：その他)、(I)、(salesperson-internal：店舗内販売員)、(X)、(salesperson-external：外交販売員)、(N)、(contractor：請負者) ",gl-taf:originatingDocumentIdentifierType
1378,5,A,,Identifier Code,Char,0..1,,Originating document identifier code,gl-cor,0,Originating Document,TA01d_05,/CO12a/CO11a/CO10a/TA01d/TA01d_05,$.Accounting Entries.Entry Header.Entry Detail.Originating Document.Identifier Code,AccntEntrs.EntryHedr.EntryDetl.OrgntDoc.IdntfCd,発生元文書対象CVEコード,発生元文書の対象となるCVEのコード。,gl-taf:originatingDocumentIdentifierCode
1379,5,A,,Identifier Tax Code,Char,0..1,,Originating document identifier tax code,gl-cor,0,Originating Document,TA01d_06,/CO12a/CO11a/CO10a/TA01d/TA01d_06,$.Accounting Entries.Entry Header.Entry Detail.Originating Document.Identifier Tax Code,AccntEntrs.EntryHedr.EntryDetl.OrgntDoc.IdntfTxCd,発生元文書対象CVE納税者コード,発生元文書の対象となるCVEの納税者コード。,gl-taf:originatingDocumentIdentifierTaxCode
1380,4,C,,Account,,0..*,,"Tuple: parent container for account numbers and identifiers. No entry is made here, but each detail line may have multiple accounts assigned to it for reporting in different GAAPs, offsetting accounts in Japan, passing along information to consolidation systems about local versus consolidating accounts, etc. For example, the account 4783HG-QOWI-192837-1000 may be expressed so:
/account/accountMainID 1000  
/account/accountMainDescription Cash  
/account/accountSub/accountSubID 4783HG  
/account/accountSub/accountSubDescription Department 
/account/accountSub/accountSubID QOWI  
/account/accountSub/accountSubDescription Branch  
/account/accountSub/accountSubID 192837  
/account/accountSub/accountSubDescription Division",gl-cor,0,Account,CO07a,/CO12a/CO11a/CO10a/CO07a,$.Accounting Entries.Entry Header.Entry Detail.Account,AccntEntrs.EntryHedr.EntryDetl.Acnt,【科目識別子】,"勘定科目番号と識別子の親コンテナ。 ここには記入されないが、個々の明細行は、異なるGAAPでの報告や、日本の見返勘定や、連結勘定科目に対する個別情報の連結会計システムへの伝達などのための、複数の勘定科目を持ちうる。例えば、勘定科目4783HG-QOWI-192837-1000は、次のように表現されうる。
/account/accountMainID 1000
/account/accountMainDescription Cash
/account/accountSub/accountSubID 4783HG
/account/accountSub/accountSubDescription Department
/account/accountSub/accountSubID QOWI
/account/accountSub/accountSubDescription Branch
/account/accountSub/accountSubID 192837
/account/accountSub/accountSubDescription Division",gl-cor:account
1381,5,A,PK,Account Number,Identifier,0..1,,"Main account - the code used to identify the accounting bucket the entry has been assigned to. Examples might be 1000 for Cash, 567GAAZ for Sales Expense or Z for tax payments. Identifiers such as department, branch, division, manager, or other modifiers are noted in the Subaccount area. Before needing to post, account is not necessary. Posting to the general ledger almost always requires an entry here.",gl-cor,0,Account,CO07a_01,/CO12a/CO11a/CO10a/CO07a/CO07a_01,$.Accounting Entries.Entry Header.Entry Detail.Account.Account Number,AccntEntrs.EntryHedr.EntryDetl.Acnt.AcntNr,主勘定科目コード,"主勘定科目。仕訳が関連する会計バケットを特定するためのコード。例えば、現金を表す1000、販売費を表す567GAAZ、税を表すZ。
部門、支店、事業部、マネージャ、その他の識別子は、Subaccount領域に記述される。転記の必要がなければ、勘定科目は必要ではない。総勘定元帳に転記するにはほとんどの場合必要。",gl-cor:accountMainID
1382,5,A,,Description,Text,0..1,,Description of accountMainID - the human readable describer that accompanies the code used in accountMainID,gl-cor,0,Account,CO07a_02,/CO12a/CO11a/CO10a/CO07a/CO07a_02,$.Accounting Entries.Entry Header.Entry Detail.Account.Description,AccntEntrs.EntryHedr.EntryDetl.Acnt.Dscr,主勘定科目説明,主勘定科目コードの説明。主勘定科目コードとして使用されるコードについての、人が読める記述。,gl-cor:accountMainDescription
1383,5,A,,Classification,Char,0..1,,"Account type - FASB Concepts 6 and similar international designs. When xbrlInfo is used to associate other XBRL reporting items, this field is more suited to representing existing systems (audit) than data interchange.",gl-cor,0,Account,CO07a_03,/CO12a/CO11a/CO10a/CO07a/CO07a_03,$.Accounting Entries.Entry Header.Entry Detail.Account.Classification,AccntEntrs.EntryHedr.EntryDetl.Acnt.Clssf,主勘定科目区分,"主勘定科目の種別。FASB Concepts 6および、同様の国際的な様式。xbrlInfoが他のXBRL項目と関係付けられる場合、データ交換より現存システム(audit)を示すべき。
[設定値のリスト]
(asset：資産)、(liability：負債)、(equity：資本)、(income：収益)、(gain：利得)、(expense：費用)、(loss：損失)、(contr-to-equity：資本増加)、(distr-from-equity：資本減少)、(comprehensive-income：包括利益)、(other：その他) ",gl-cor:mainAccountType
1384,5,A,,Classification Description,Text,0..1,,Free format description of the account classification,gl-cor,0,Account,CO07a_04,/CO12a/CO11a/CO10a/CO07a/CO07a_04,$.Accounting Entries.Entry Header.Entry Detail.Account.Classification Description,AccntEntrs.EntryHedr.EntryDetl.Acnt.ClssfDscr,主勘定科目区分説明,主勘定科目の区分の説明。,gl-cor:mainAccountTypeDescription
1385,5,A,,Parent Account,Char,0..1,,Roll up item from child natural account to parent natural account.,gl-cor,0,Account,CO07a_05,/CO12a/CO11a/CO10a/CO07a/CO07a_05,$.Accounting Entries.Entry Header.Entry Detail.Account.Parent Account,AccntEntrs.EntryHedr.EntryDetl.Acnt.ParAcnt,親勘定科目コード,子勘定科目から親勘定科目に包み込む科目。,gl-cor:parentAccountMainID
1386,5,A,,Purpose,Char,0..1,,"Code related to usage for account aggregate - Consolidating, European, IFRS, Offsetting, Primary, Tax, USGAAP, Japanese, Other. Japanese companies will use this for the tax required offsetting entry. If left blank, assumes default accounting method for company.",gl-cor,0,Account,CO07a_06,/CO12a/CO11a/CO10a/CO07a/CO07a_06,$.Accounting Entries.Entry Header.Entry Detail.Account.Purpose,AccntEntrs.EntryHedr.EntryDetl.Acnt.Prps,勘定科目目的,"勘定科目群の使用法を示すコード。連結、European, IFRS, 見返、プライマリ, 税, USGAAP, Japanese,その他。日本企業では、見返仕訳で要求される税務処理に利用するかもしれない。空白の場合、企業の既定の勘定方法とみなす。
[設定値のリスト]
(consolidating：連結)、(european：ヨーロッパ)、(ifrs：IFRS)、(offsetting：見返)、(primary：プライマリ)、(tax：税)、(usgaap：US GAAP)、(japanese：日本)、(other：その他)",gl-bus:entryAccountingMethodPurpose
1387,5,A,,Purpose Description,Text,0..1,,Description of usage for aggregate account,gl-cor,0,Account,CO07a_07,/CO12a/CO11a/CO10a/CO07a/CO07a_07,$.Accounting Entries.Entry Header.Entry Detail.Account.Purpose Description,AccntEntrs.EntryHedr.EntryDetl.Acnt.PrpsDscr,勘定科目目的説明,勘定科目群の使用法の説明。,gl-bus:entryAccountingMethodPurposeDescription
1388,5,A,,Type,Char,0..1,,Type of account,gl-cor,0,Account,CO07a_08,/CO12a/CO11a/CO10a/CO07a/CO07a_08,$.Accounting Entries.Entry Header.Entry Detail.Account.Type,AccntEntrs.EntryHedr.EntryDetl.Acnt.Typ,科目種別,"科目の種別。
[設定値のリスト]
(account：勘定科目)、(bank：銀行)、(employee：従業員)、(customer：顧客)、(job：ジョブ)、(vendor：仕入先)、(measurable：計測可能物)、(statistical：統計)、(other：その他) ",gl-cor:accountType
1389,5,A,,Type Description,Text,0..1,,Free format description of the account type,gl-cor,0,Account,CO07a_09,/CO12a/CO11a/CO10a/CO07a/CO07a_09,$.Accounting Entries.Entry Header.Entry Detail.Account.Type Description,AccntEntrs.EntryHedr.EntryDetl.Acnt.TypDscr,科目種別説明,科目の種別の説明。,gl-cor:accountTypeDescription
1390,5,C,,Accounting Method,,0..1,,Section for identifying the methods of accounting used by the entity for different reporting purposes,gl-cor,0,Accounting Method,BU07b,/CO12a/CO11a/CO10a/CO07a/BU07b,$.Accounting Entries.Entry Header.Entry Detail.Account.Accounting Method,AccntEntrs.EntryHedr.EntryDetl.Acnt.AccntMethd,【会計処理方法】,異なる報告目的に応じて事業体が使用する会計処理方法を識別するためのセクション。,gl-bus:organizationAccountingMethodStructure
1391,6,A,,Type,Name,0..1,,"For this entity, the method of accounting represented - from: accrual, cash, modified cash, modified accrual, encumbrance, special methods, hybrid methods, other",gl-cor,0,Accounting Method,BU07b_01,/CO12a/CO11a/CO10a/CO07a/BU07b_01,$.Accounting Entries.Entry Header.Entry Detail.Account.Accounting Method.Type,AccntEntrs.EntryHedr.EntryDetl.Acnt.AccntMethd.Typ,会計処理方法,"事業体の会計処理方法を表す。発生基準、現金基準、修正現金基準、修正発生基準、債務基準、特別な方法、混合方法、その他
[設定値のリスト]
(accrual：発生基準)、(cash：現金基準)、(modified cash：修正現金基準)、(modified accrual：修正発生基準)、(encumbrance：債務基準)、(special methods：特別な方法)、(hybrid methods：混合方法)、(other：その他)",gl-bus:organizationAccountingMethodStructure
1392,6,A,,Description,Text,0..1,,Free format description of the accounting method,gl-cor,0,Accounting Method,BU07b_02,/CO12a/CO11a/CO10a/CO07a/BU07b_02,$.Accounting Entries.Entry Header.Entry Detail.Account.Accounting Method.Description,AccntEntrs.EntryHedr.EntryDetl.Acnt.AccntMethd.Dscr,会計処理方法説明,会計処理方法の説明。,gl-bus:organizationAccountingMethodDescription
1393,6,A,,Purpose,Name,0..1,,"For this entity, the reporting purpose represented - from book, tax, management, statutory, other",gl-cor,0,Accounting Method,BU07b_03,/CO12a/CO11a/CO10a/CO07a/BU07b_03,$.Accounting Entries.Entry Header.Entry Detail.Account.Accounting Method.Purpose,AccntEntrs.EntryHedr.EntryDetl.Acnt.AccntMethd.Prps,会計処理方法目的,"事業体の報告の目的を表す。帳簿、税、管理、スタチュトリ、その他から選択する。
[設定値のリスト]
(book：帳簿)、(tax：税)、(management：管理)、(statutory：スタチュトリ)、(other：その他)",gl-bus:organizationAccountingMethodPurpose
1394,6,A,,Purpose Description,Text,0..1,,Free format description of the accounting method purpose,gl-cor,0,Accounting Method,BU07b_04,/CO12a/CO11a/CO10a/CO07a/BU07b_04,$.Accounting Entries.Entry Header.Entry Detail.Account.Accounting Method.Purpose Description,AccntEntrs.EntryHedr.EntryDetl.Acnt.AccntMethd.PrpsDscr,会計処理方法目的説明,会計処理方法の目的の説明。,gl-bus:organizationAccountingMethodPurposeDescription
1395,6,A,,Start Date,Date,0..1,,Accounting Method Start Date,gl-cor,0,Accounting Method,BU07b_05,/CO12a/CO11a/CO10a/CO07a/BU07b_05,$.Accounting Entries.Entry Header.Entry Detail.Account.Accounting Method.Start Date,AccntEntrs.EntryHedr.EntryDetl.Acnt.AccntMethd.StrtDt,会計処理方法開始日付,会計処理方法の開始日。,gl-bus:organizationAccountingMethodStartDate
1396,6,A,,End Date,Date,0..1,,Accounting Method End Date,gl-cor,0,Accounting Method,BU07b_06,/CO12a/CO11a/CO10a/CO07a/BU07b_06,$.Accounting Entries.Entry Header.Entry Detail.Account.Accounting Method.End Date,AccntEntrs.EntryHedr.EntryDetl.Acnt.AccntMethd.EndDt,会計処理方法終了日付,会計処理方法の終了日。,gl-bus:organizationAccountingMethodEndDate
1397,5,C,,Subaccount,,0..*,,Tuple to hold multiple accountSubIDs and Descriptions,gl-cor,0,Subaccount,CO06a,/CO12a/CO11a/CO10a/CO07a/CO06a,$.Accounting Entries.Entry Header.Entry Detail.Account.Subaccount,AccntEntrs.EntryHedr.EntryDetl.Acnt.Sbccn,【サブ科目情報】,複数のaccountSubIDと説明文を含むタプル。,gl-cor:accountSub
1398,6,A,PK,Code,Identifier,0..1,,"Where the primary account was placed in accountMainID, the code used for each profit center, division, gl-business unit, fund, program, branch, project, class, su-class or other modifier is placed here.",gl-cor,0,Subaccount,CO06a_01,/CO12a/CO11a/CO10a/CO07a/CO06a/CO06a_01,$.Accounting Entries.Entry Header.Entry Detail.Account.Subaccount.Code,AccntEntrs.EntryHedr.EntryDetl.Acnt.Sbccn.Cd,サブ科目コード,主勘定科目をaccountMainIDに指定したときに、各プロフィットセンタ、事業部、事業体、基金、プログラム、支店、プロジェクト、クラス、su-クラス又は他の修飾子に使用されるコードはここに指定する。,gl-cor:accountSubID
1399,6,A,,Description,Text,0..1,,The description that accompanies accountSubID belongs here.,gl-cor,0,Subaccount,CO06a_02,/CO12a/CO11a/CO10a/CO07a/CO06a/CO06a_02,$.Accounting Entries.Entry Header.Entry Detail.Account.Subaccount.Description,AccntEntrs.EntryHedr.EntryDetl.Acnt.Sbccn.Dscr,サブ科目説明,accountSubIDに関する説明。,gl-cor:accountSubDescription
1400,6,A,,Type,Char,0..1,,"Type of sub-account - profit center, division, gl-business unit, fund, program, branch, project, class, su-class or other modifier is placed here. For example:: Accountability center: gl-business unit: Class:Department: Project: Fund: Program:Job: Profit center: Branch: Setup class: Division: Unit",gl-cor,0,Subaccount,CO06a_03,/CO12a/CO11a/CO10a/CO07a/CO06a/CO06a_03,$.Accounting Entries.Entry Header.Entry Detail.Account.Subaccount.Type,AccntEntrs.EntryHedr.EntryDetl.Acnt.Sbccn.Typ,サブ科目種別,小勘定科目の種別。プロフィットセンタ、事業部、事業体、基金、プログラム、支店、プロジェクト、クラス、su-クラス又は他の修飾子がここに配置される。 例えば、責任単位、事業単位、クラス、部、プロジェクト、基金、プログラム、ジョブ、プロフィットセンター、支店、セットアップクラス、部門、ユニット,gl-cor:accountSubType
1401,6,C,,Segment Parent Information,,0..*,,Tuple for showing the detail necessary to roll up from one segment (type of subaccount) to another.),gl-cor,0,Segment Parent Information,CO05a,/CO12a/CO11a/CO10a/CO07a/CO06a/CO05a,$.Accounting Entries.Entry Header.Entry Detail.Account.Subaccount.Segment Parent Information,AccntEntrs.EntryHedr.EntryDetl.Acnt.Sbccn.SgParInfrm,【親セグメント情報】,セグメント（小勘定科目の種別）間のロールアップ時に必要な詳細情報を示すタプル。,gl-cor:segmentParentTuple
1402,7,A,,Parent Subaccount Code,Char,0..1,,Subaccount NUMBER this subaccount rolls up to - see also subaccount type it rolls up to.,gl-cor,0,Segment Parent Information,CO05a_01,/CO12a/CO11a/CO10a/CO07a/CO06a/CO05a/CO05a_01,$.Accounting Entries.Entry Header.Entry Detail.Account.Subaccount.Segment Parent Information.Parent Subaccount Code,AccntEntrs.EntryHedr.EntryDetl.Acnt.Sbccn.SgParInfrm.ParSbccnCd,親サブ科目コード,この小勘定科目のロールアップ先の小勘定科目の番号-ロールアップ先の小勘定科目の種別も参照。,gl-cor:parentSubaccountCode
1403,7,A,,Parent Subaccount Type,Char,0..1,,The describer of the segment this subaccount rolls up to.,gl-cor,0,Segment Parent Information,CO05a_02,/CO12a/CO11a/CO10a/CO07a/CO06a/CO05a/CO05a_02,$.Accounting Entries.Entry Header.Entry Detail.Account.Subaccount.Segment Parent Information.Parent Subaccount Type,AccntEntrs.EntryHedr.EntryDetl.Acnt.Sbccn.SgParInfrm.ParSbccnTyp,親サブ科目種別,この小勘定科目のロールアップ先のセグメントの説明。,gl-cor:parentSubaccountType
1404,7,A,,Reporting Tree Identifier,Char,0..1,,Used for representing descriptions of reporting trees.,gl-cor,0,Segment Parent Information,CO05a_03,/CO12a/CO11a/CO10a/CO07a/CO06a/CO05a/CO05a_03,$.Accounting Entries.Entry Header.Entry Detail.Account.Subaccount.Segment Parent Information.Reporting Tree Identifier,AccntEntrs.EntryHedr.EntryDetl.Acnt.Sbccn.SgParInfrm.RprtTrIdntf,報告系統識別子,報告系統の説明に使用される。,gl-cor:reportingTreeIdentifier
1405,7,A,,Parent Subaccount Percentage,Char,0..1,,"For partial allocations of amounts to different parents, the percentage of a child that will be allocated to a parent.",gl-cor,0,Segment Parent Information,CO05a_04,/CO12a/CO11a/CO10a/CO07a/CO06a/CO05a/CO05a_04,$.Accounting Entries.Entry Header.Entry Detail.Account.Subaccount.Segment Parent Information.Parent Subaccount Percentage,AccntEntrs.EntryHedr.EntryDetl.Acnt.Sbccn.SgParInfrm.ParSbccnPerc,親サブ科目配分パーセンテージ,異なる親科目に配分する場合に、親科目に割り当てるパーセンテージ。,gl-cor:parentSubaccountProportion
1406,4,C,,Multicurrency Amount,,0..*,,Section to provide additional information related to base currencies that differ from original currencies and related exchange rates - typically this will be used to regl-cord exchange rates and amounts in currencies and/or on dates other than those of the original transaction. This structure allows regl-cording of exchange rates using a third currency as a triangulation currency. This is often EUR but is not restricted to being so. This structure may be repeated as many times as necessary to regl-cord amounts in foreign currencies on the same or different dates.,gl-cor,0,Multicurrency Amount,MC03a,/CO12a/CO11a/CO10a/MC03a,$.Accounting Entries.Entry Header.Entry Detail.Multicurrency Amount,AccntEntrs.EntryHedr.EntryDetl.MltcrAmt,【多通貨明細】,"原取引時の通貨と異なる、自国通貨と換算レートに関する追加情報のセクション。－現在および原取引時の、換算レートおよび金額の記録に使用される。
トライアンギュレーション通貨としての第三通貨の換算レートを記録できる。EURの場合が多いがそれに限らない。この構造は、同日または異なる日の外貨での金額を記録する必要がある限り、繰り返し指定可能。",
1407,5,A,,Date of Exchange Rate,Date,0..1,,Date of exchange rate (other than original transaction date) on which amount is expressed as amountRestatedAmount or amountTriangulationAmount,gl-cor,0,Multicurrency Amount,MC03a_01,/CO12a/CO11a/CO10a/MC03a/MC03a_01,$.Accounting Entries.Entry Header.Entry Detail.Multicurrency Amount.Date of Exchange Rate,AccntEntrs.EntryHedr.EntryDetl.MltcrAmt.DtOfExchnRat,換算レート日付,（原取引の日付ではなく）、amountRestatedAmountまたはamountTriangulationAmountが示された換算レートの日付。,gl-muc:multicurrencyDetailExchangeRateDate
1408,5,A,,Multicurrency Detail Comment,Text,0..1,,Comment describing the enclosing multicurrencyDetail tuple's contents. May include reason for regl-cording additional exchange rates other than that used at the time of the original transaction.,gl-cor,0,Multicurrency Amount,MC03a_06,/CO12a/CO11a/CO10a/MC03a/MC03a_06,$.Accounting Entries.Entry Header.Entry Detail.Multicurrency Amount.Multicurrency Detail Comment,AccntEntrs.EntryHedr.EntryDetl.MltcrAmt.MltcrDetlCmmnt,多通貨明細コメント,multicurrencyDetailの内容のコメント。原取引時以外の、追加の換算レートを記録する理由などを記述。,gl-muc:multicurrencyDetailComment
1409,5,C,,(Foreign Currency) Amount,,0..1,,A class that specifies a value of money in a given currency.,gl-cor,0,(Foreign Currency) Amount,GE04g,/CO12a/CO11a/CO10a/MC03a/GE04g,$.Accounting Entries.Entry Header.Entry Detail.Multicurrency Amount.(Foreign Currency) Amount,AccntEntrs.EntryHedr.EntryDetl.MltcrAmt.FrgnCrrncAmt,【金額】,特定の通貨での金額を指定するクラス,
1410,6,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,gl-cor,0,(Foreign Currency) Amount,GE04g_01,/CO12a/CO11a/CO10a/MC03a/GE04g_01,$.Accounting Entries.Entry Header.Entry Detail.Multicurrency Amount.(Foreign Currency) Amount.Value,AccntEntrs.EntryHedr.EntryDetl.MltcrAmt.FrgnCrrncAmt.Val,値,金額を表す数値,
1411,6,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",gl-cor,0,Currency,GE05h,/CO12a/CO11a/CO10a/MC03a/GE05h,$.Accounting Entries.Entry Header.Entry Detail.Multicurrency Amount.(Foreign Currency) Amount.Currency,AccntEntrs.EntryHedr.EntryDetl.MltcrAmt.FrgnCrrncAmt.Cur,【通貨】,異なる通貨についての情報を保持するクラス,
1412,7,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official code of the currency utilized in the accounting and/or ERP system.,gl-cor,0,Currency,GE05h_01,/CO12a/CO11a/CO10a/MC03a/GE05h_01,$.Accounting Entries.Entry Header.Entry Detail.Multicurrency Amount.(Foreign Currency) Amount.Currency.Code,AccntEntrs.EntryHedr.EntryDetl.MltcrAmt.FrgnCrrncAmt.Cur.Cd,コード,通貨の公式コード,gl-cor:defaultCurrency
1413,5,C,,Currency Exchange,,0..1,,"A value at which one currency, referred to as the Base Currency, can be exchanged for another currency, referred to as the Target Currency. It indicates how many units of the Target Currency are equivalent to one unit of the Base Currency at a specific point in time.",gl-cor,0,Currency Exchange,MC01a,/CO12a/CO11a/CO10a/MC03a/MC01a,$.Accounting Entries.Entry Header.Entry Detail.Multicurrency Amount.Currency Exchange,AccntEntrs.EntryHedr.EntryDetl.MltcrAmt.CurExchn,【換算レート】,基準通貨と呼ばれる1つの通貨が、対象通貨と呼ばれる別の通貨と交換できるレートの値を表します。この値は、特定の時点で1単位の基準通貨が対象通貨の何単位に相当するかを示す。,
1414,6,A,,Rate,Decimal,1,,The numeric value representing how many units of the Target currency are equivalent to one unit of the Base currency.,gl-cor,0,Currency Exchange,MC01a_01,/CO12a/CO11a/CO10a/MC03a/MC01a_01,$.Accounting Entries.Entry Header.Entry Detail.Multicurrency Amount.Currency Exchange.Rate,AccntEntrs.EntryHedr.EntryDetl.MltcrAmt.CurExchn.Rat,レート,外貨金額の算出に用いられた、ExchangeRateDate時点の換算レート。（自国通貨を外貨通貨で割った値）,gl-muc:amountRestatedExchangeRate
1415,6,A,,Base Currency,Code,1,ISO4217,The currency from which the exchange rate is applied.,gl-cor,0,Currency Exchange,MC01a_02,/CO12a/CO11a/CO10a/MC03a/MC01a_02,$.Accounting Entries.Entry Header.Entry Detail.Multicurrency Amount.Currency Exchange.Base Currency,AccntEntrs.EntryHedr.EntryDetl.MltcrAmt.CurExchn.BasCur,換算元通貨,為替レートを適用する元の通貨（基準通貨）。,gl-muc:amountCurrency
1416,6,A,,Target Currency,Code,1,ISO4217,The currency to which the exchange rate is applied.,gl-cor,0,Currency Exchange,MC01a_03,/CO12a/CO11a/CO10a/MC03a/MC01a_03,$.Accounting Entries.Entry Header.Entry Detail.Multicurrency Amount.Currency Exchange.Target Currency,AccntEntrs.EntryHedr.EntryDetl.MltcrAmt.CurExchn.TargtCur,換算先通貨,為替レートが適用して両替される通貨（対象通貨）。,gl-muc:amountRestatedCurrency
1417,6,A,,Source,Name,0..1,,"The source or provider of the exchange rate (e.g., a central bank or market e.g. Reuters, Bloomberg ).",gl-cor,0,Currency Exchange,MC01a_04,/CO12a/CO11a/CO10a/MC03a/MC01a_04,$.Accounting Entries.Entry Header.Entry Detail.Multicurrency Amount.Currency Exchange.Source,AccntEntrs.EntryHedr.EntryDetl.MltcrAmt.CurExchn.Src,換算レート情報源,"外貨換算額の換算レートの情報源。たとえば、Reuters, Bloomberg。",
1418,6,A,,Type,Name,0..1,,"Type of Exchange Rate for restated amount - for example, spot rate, forward contract etc.",gl-cor,0,Currency Exchange,MC01a_05,/CO12a/CO11a/CO10a/MC03a/MC01a_05,$.Accounting Entries.Entry Header.Entry Detail.Multicurrency Amount.Currency Exchange.Type,AccntEntrs.EntryHedr.EntryDetl.MltcrAmt.CurExchn.Typ,換算レート種別,外貨換算額の換算レートの種別。たとえば、スポット・レート、先物など。,
1419,6,A,,Effective Date,Date,0..1,,Date of exchange rate (other than original transaction date) on which amount is expressed as target Amount,gl-cor,0,Currency Exchange,MC01a_06,/CO12a/CO11a/CO10a/MC03a/MC01a_06,$.Accounting Entries.Entry Header.Entry Detail.Multicurrency Amount.Currency Exchange.Effective Date,AccntEntrs.EntryHedr.EntryDetl.MltcrAmt.CurExchn.EffctDt,換算レート日付,（原取引の日付ではなく）、amountRestatedAmountまたはamountTriangulationAmountが示された換算レートの日付。,
1420,5,C,,(Triangulation Currency) Amount,,0..1,,A class that specifies a value of money in a given currency.,gl-cor,0,(Triangulation Currency) Amount,GE04h,/CO12a/CO11a/CO10a/MC03a/GE04h,$.Accounting Entries.Entry Header.Entry Detail.Multicurrency Amount.(Triangulation Currency) Amount,AccntEntrs.EntryHedr.EntryDetl.MltcrAmt.TrnglCrrncAmt,【金額】,特定の通貨での金額を指定するクラス,
1421,6,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,gl-cor,0,(Triangulation Currency) Amount,GE04h_01,/CO12a/CO11a/CO10a/MC03a/GE04h_01,$.Accounting Entries.Entry Header.Entry Detail.Multicurrency Amount.(Triangulation Currency) Amount.Value,AccntEntrs.EntryHedr.EntryDetl.MltcrAmt.TrnglCrrncAmt.Val,値,金額を表す数値,
1422,6,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",gl-cor,0,Currency,GE05i,/CO12a/CO11a/CO10a/MC03a/GE05i,$.Accounting Entries.Entry Header.Entry Detail.Multicurrency Amount.(Triangulation Currency) Amount.Currency,AccntEntrs.EntryHedr.EntryDetl.MltcrAmt.TrnglCrrncAmt.Cur,【通貨】,異なる通貨についての情報を保持するクラス,
