version,sequence,level,type,identifier,UNID,acronym,label_local,multiplicity,class,property_term,representation_term,associated_class,definition_local,code_list,DEN,definition,short_name,element,xpath
V4,212,5,A,,UN01011519,BBIE,明細文書ヘッダ課税対象総合計金額（税込み）,0..1,CIIL_ Trade Settlement_ Monetary Summation,Grand Total,Amount,,"明細文書ヘッダ課税対象取引合計金額（税込み）
'=明細文書ヘッダ譲渡資産合計金額（税抜き）＋明細文書ヘッダ追加請求合計金額ー明細文書ヘッダ返金合計金額＋明細文書ヘッダ消費税合計額
（明細文書ヘッダ課税分類コード＝S/AA）","通貨コード
ISO4217",CIIL_ Trade Settlement_ Monetary Summation. Grand Total. Amount,,,GrandTotalAmount,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCIILTradeSettlementMonetarySummation/NetIncludingTaxesLineTotalAmount
v4.3,213,5,A,,JPSxxxxxxxx,BBIE,明細文書ヘッダ課税対象外合計金額,0..1,CIIL_ Trade Settlement_ Monetary Summation,Tax Free Total,Amount,,"明細文書ヘッダの課税対象外合計金額。
'=Σ明細行課税対象外取引金額
（明細行課税分類コード＝E/G/O）","通貨コード
ISO4217",CIIL_ Trade Settlement_ Monetary Summation. Tax Free Total. Amount,,,TaxFreeTotalAmount,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCIILTradeSettlementMonetarySummation/GrandTotalAmount
v4.1,214,4,C,,UN01006005,ASBIE,明細文書ヘッダ決済／参照文書グループ,0..n,CIIL_ Supply Chain_ Trade Settlement,Additional_ Referenced,,CI_ Referenced_ Document,明細文書ヘッダ決済の参照文書に関するグループ,  ,CIIL_ Supply Chain_ Trade Settlement. Additional_ Referenced. CI_ Referenced_ Document,,,AdditionalReferencedCIReferencedDocument,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCIILTradeSettlementMonetarySummation
v4.1,216,5,A,PK,UN01005580,BBIE,（明細文書ヘッダ参照）文書ID,1..1,CI_ Referenced_ Document,Issuer Assigned_ Identification,Identifier,,この明細文書ヘッダが参照する文書の文書ID,  ,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,,,IssuerAssignedID,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/AdditionalReferencedCIReferencedDocument/TaxFreeTotalAmount
v4.3,217,5,A,,UN01005581,BBIE,（明細文書ヘッダ参照）文書URL_ID,0..1,CI_ Referenced_ Document,URI_ Identification,Identifier,,この文書が参照する文書が所在するURL_ID, ,CI_ Referenced_ Document. URI_ Identification. Identifier,,,URIID,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/AdditionalReferencedCIReferencedDocument/IssuerAssignedID
v4.1,218,5,A,,UN01005582,BBIE,（明細文書ヘッダ参照）文書発行日,0..1,CI_ Referenced_ Document,Issue,Date Time,,この明細文書ヘッダが参照する文書に記載の発行日付,日時様式 ISO8601,CI_ Referenced_ Document. Issue. Date Time,,,IssueDateTime,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/AdditionalReferencedCIReferencedDocument/URIID
v4.1,219,5,A,,UN01005588,BBIE,（明細文書ヘッダ参照）文書履歴ID,0..1,CI_ Referenced_ Document,Revision_ Identification,Identifier,,この明細文書ヘッダの参照文書の変更履歴を管理するID。,　,CI_ Referenced_ Document. Revision_ Identification. Identifier,,,RevisionID,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/AdditionalReferencedCIReferencedDocument/IssueDateTime
v4.1,220,5,A,,UN01006415,BBIE,（明細文書ヘッダ参照）文書説明,0..n,CI_ Referenced_ Document,Information,Text,,この明細文書ヘッダの参照文書の説明,"言語コード
ISO639",CI_ Referenced_ Document. Information. Text,,,Information,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/AdditionalReferencedCIReferencedDocument/RevisionID
v4.1,221,5,A,,UN01009672,BBIE,（明細文書ヘッダ参照）文書タイプコード,0..1,CI_ Referenced_ Document,Type,Code,,この明細文書ヘッダの参照文書の文書タイプを識別するコード,UNCL1001,CI_ Referenced_ Document. Type. Code,,,TypeCode,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/AdditionalReferencedCIReferencedDocument/Information
v4.1,222,5,A,,UN01014899,BBIE,（明細文書ヘッダ参照）文書サブタイプコード,0..1,CI_ Referenced_ Document,Subtype,Code,,この明細文書ヘッダの参照文書の文書サブタイプを識別するコード,JECxxxx,CI_ Referenced_ Document. Subtype. Code,,,SubtypeCode,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/AdditionalReferencedCIReferencedDocument/TypeCode
v4.1,223,4,C,,UN01006079,ASBIE,明細文書ヘッダ決済／会計アカウントグループ,0..1,CIIL_ Supply Chain_ Trade Settlement,Receivable_ Specified,,CI_ Trade_ Accounting Account,この明細文書ヘッダの会計アカウントに関するグループ,  ,CIIL_ Supply Chain_ Trade Settlement. Receivable_ Specified. CI_ Trade_ Accounting Account,,,ReceivableSpecifiedCITradeAccountingAccount,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/AdditionalReferencedCIReferencedDocument
v4.3,225,5,A,PK,UN01005681,BBIE,明細文書ヘッダ会計アカウントID,1..1,CI_ Trade_ Accounting Account,Identification,Identifier,,明細文書ヘッダ会計アカウントのID,,CI_ Trade_ Accounting Account. Identification. Identifier,,,ID,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/ReceivableSpecifiedCITradeAccountingAccount/SubtypeCode
v4.1,226,5,A,,UN01005683,BBIE,明細文書ヘッダ会計アカウントタイプコード,0..1,CI_ Trade_ Accounting Account,Type,Code,,明細文書ヘッダ会計アカウントのタイプコード,,CI_ Trade_ Accounting Account. Type. Code,,,TypeCode,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/ReceivableSpecifiedCITradeAccountingAccount/ID
v4.1,227,5,A,,UN01005685,BBIE,明細文書ヘッダ会計アカウント名,0..1,CI_ Trade_ Accounting Account,Name,Text,,明細文書ヘッダ会計アカウントの名称,  ,CI_ Trade_ Accounting Account. Name. Text,,,Name,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/ReceivableSpecifiedCITradeAccountingAccount/TypeCode
v1,228,3,C,,UN01009669,ASBIE,明細文書ヘッダ／明細行グループ,1..n,CIIL_ Supply Chain_ Trade Line Item,Subordinate,,CIILB_ Subordinate_ Trade Line Item,明細文書ヘッダの明細行に関するグループ。, ,CIIL_ Supply Chain_ Trade Line Item. Subordinate. CIILB_ Subordinate_ Trade Line Item,,,SubordinateCIILBSubordinateTradeLineItem,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement
v1,230,4,A,PK,UN01009648,BBIE,明細行ID,1..1,CIILB_ Subordinate_ Trade Line Item,Identification,Identifier,,この文書の明細行に関する情報を特定するために付与した行ID。明細行をユニークに識別するために付番する場合は文書IDとの複合キーで明細行を特定する。, ,CIILB_ Subordinate_ Trade Line Item. Identification. Identifier,,,ID,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/ReceivableSpecifiedCITradeAccountingAccount
v4,231,4,A,,UN01014637,BBIE,明細行類型コード,0..1,CIILB_ Subordinate_ Trade Line Item,Category,Code,,"この明細行の取引類型（資産譲渡、返金、追加請求、調整等）を識別するコード。
デフォルトは「資産譲渡」",JECxxxx,CIILB_ Subordinate_ Trade Line Item. Category. Code,,,CategoryCode,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/ID
v4.2,232,4,C,,UN01015533,ASBIE,明細行／注釈グループ,0..n,CIILB_ Subordinate_ Trade Line Item,Included,,CI_ Note,明細行の注釈に関するグループ,　,CIILB_ Subordinate_ Trade Line Item. Included. CI_ Note,,,IncludedCINote,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/CategoryCode
v4.1,234,5,A,,UN01005560,BBIE,明細行注釈内容,0..1,CI_ Note,Content,Text,,"明細行の注釈表題毎の内容情報を入力するフリースペース。
一部に利用制限あり。標準仕様書３．３．５項参照","言語コード
ISO639",CI_ Note. Content. Text,,,Content,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/IncludedCINote/Name
v1,235,4,C,,UN01009649,ASBIE,明細行／取引契約グループ,1..1,CIILB_ Subordinate_ Trade Line Item,Specified,,CIILB_ Supply Chain_ Trade Agreement,明細行の取引契約に関するグループ, ,CIILB_ Subordinate_ Trade Line Item. Specified. CIILB_ Supply Chain_ Trade Agreement,,,SpecifiedCIILBSupplyChainTradeAgreement,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/IncludedCINote
v4,237,5,C,,UN01009656,ASBIE,明細行契約／明細行参照文書グループ,0..1,CIILB_ Supply Chain_ Trade Agreement,Additional_ Referenced,,CI_ Referenced_ Document,取引契約と明細行参照文書に関するグループ, ,CIILB_ Supply Chain_ Trade Agreement. Additional_ Referenced. CI_ Referenced_ Document,,,AdditionalReferencedCIReferencedDocument,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeAgreement/Content
v4,239,6,A,PK,UN01005580,BBIE,（明細行参照）文書ID,1..1,CI_ Referenced_ Document,Issuer Assigned_ Identification,Identifier,,この明細行が参照する文書に記載の文書ID。, ,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,,,IssuerAssignedID,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeAgreement/AdditionalReferencedCIReferencedDocument/RateApplicablePercent
v4.3,240,6,A,,UN01005581,BBIE,（明細行参照）文書URL_ID,0..1,CI_ Referenced_ Document,URI_ Identification,Identifier,,この明細行が参照する文書が所在するURL_ID, ,CI_ Referenced_ Document. URI_ Identification. Identifier,,,URIID,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeAgreement/AdditionalReferencedCIReferencedDocument/IssuerAssignedID
v4.3,241,6,A,,UN01005582,BBIE,（明細行参照）文書発行日,0..1,CI_ Referenced_ Document,Issue,Date Time,,この明細行が参照する文書に記載の発行日付,日時様式 ISO8601,CI_ Referenced_ Document. Issue. Date Time,,,IssueDateTime,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeAgreement/AdditionalReferencedCIReferencedDocument/URIID
v4,242,6,A,PK,UN01005585,BBIE,（明細行参照）文書明細行ID,1..1,CI_ Referenced_ Document,Line,Identifier,,この明細行が参照する文書に記載の文書明細行ID。, ,CI_ Referenced_ Document. Line. Identifier,,,LineID,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeAgreement/AdditionalReferencedCIReferencedDocument/IssueDateTime
v4,243,6,A,,UN01005588,BBIE,（明細行参照）文書履歴ID,0..1,CI_ Referenced_ Document,Revision_ Identification,Identifier,,この明細行が参照する文書の変更履歴を管理するID。,  ,CI_ Referenced_ Document. Revision_ Identification. Identifier,,,RevisionID,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeAgreement/AdditionalReferencedCIReferencedDocument/LineID
v4.3,244,6,A,,UN01005589,BBIE,（明細行参照）文書名,0..1,CI_ Referenced_ Document,Name,Text,,この明細行が参照する文書の名称,"言語コード
ISO639",CI_ Referenced_ Document. Name. Text,,,Name,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeAgreement/AdditionalReferencedCIReferencedDocument/RevisionID
v4.3,245,6,A,,UN01006415,BBIE,（明細行参照）文書情報,0..n,CI_ Referenced_ Document,Information,Text,,この明細行が参照する文書に記載の情報,"言語コード
ISO639",CI_ Referenced_ Document. Information. Text,,,Information,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeAgreement/AdditionalReferencedCIReferencedDocument/Name
v4,246,6,A,,UN01009672,BBIE,（明細行参照）文書タイプコード,0..1,CI_ Referenced_ Document,Type,Code,,この明細行が参照する文書の文書タイプを識別するコード。,UNCL1001,CI_ Referenced_ Document. Type. Code,,,TypeCode,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeAgreement/AdditionalReferencedCIReferencedDocument/Information
v4,247,6,A,,UN01009672,BBIE,（明細行参照）文書類型コード,0..1,CI_ Referenced_ Document,Type,Code,,この明細行が参照する文書の類型タイプを識別するコード。,JECxxxx,CI_ Referenced_ Document. Type. Code,,,TypeCode,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeAgreement/AdditionalReferencedCIReferencedDocument/TypeCode
v4,248,6,A,,UN01014899,BBIE,（明細行参照）文書サブタイプコード,0..1,CI_ Referenced_ Document,Subtype,Code,,この明細行が参照する文書の文書サブタイプを識別するコード。,JECxxxx,CI_ Referenced_ Document. Subtype. Code,,,SubtypeCode,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeAgreement/AdditionalReferencedCIReferencedDocument/TypeCode
v1,249,5,C,,UN01009658,ASBIE,明細行契約／契約単価グループ,1..1,CIILB_ Supply Chain_ Trade Agreement,Net Price_ Product,,CI_ Trade_ Price,明細行の契約単価に関するグループ。, ,CIILB_ Supply Chain_ Trade Agreement. Net Price_ Product. CI_ Trade_ Price,,,NetPriceProductCITradePrice,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeAgreement/AdditionalReferencedCIReferencedDocument
v1/v3,251,6,A,,UN01005792,BBIE,契約単価,1..1,CI_ Trade_ Price,Charge,Amount,,"発注者と受注者が合意した明細発注品の単価。単価基準数量と単価基準数量単位の指定に従う。
税込み、税抜きの識別はヘッダ部の「UN01013096：税計算方式」で指定（指定がない場合（デフォルト）は税抜き）。","通貨コード
ISO4217",CI_ Trade_ Price. Charge. Amount,,,ChargeAmount,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeAgreement/NetPriceProductCITradePrice/SubtypeCode
v1,252,4,C,,UN01009650,ASBIE,明細行／配送グループ,1..1,CIILB_ Subordinate_ Trade Line Item,Specified,,CIILB_ Supply Chain_ Trade Delivery,明細行の配送に関するグループ, ,CIILB_ Subordinate_ Trade Line Item. Specified. CIILB_ Supply Chain_ Trade Delivery,,,SpecifiedCIILBSupplyChainTradeDelivery,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeAgreement
v1,254,5,A,,UN01014639,BBIE,配送数量,1..1,CIILB_ Supply Chain_ Trade Delivery,Billed,Quantity,,"この情報項目は取引数量の指定に利用する。
この項目の属性として数量単位コードを指定することにより、ずべての品目の取引数量指定に利用できる。
流通業の定貫品目取引では、この項目は利用せず「セット数量」または「バラ数量」を利用する。","数量単位コード
UNECERec20",CIILB_ Supply Chain_ Trade Delivery. Billed. Quantity,,,BilledQuantity,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeDelivery/NetPriceProductCITradePrice
v1,255,4,C,,UN01009651,ASBIE,明細行／決裁グループ,1..1,CIILB_ Subordinate_ Trade Line Item,Specified,,CIILB_ Supply Chain_ Trade Settlement,明細行の決済に関するグループ, ,CIILB_ Subordinate_ Trade Line Item. Specified. CIILB_ Supply Chain_ Trade Settlement,,,SpecifiedCIILBSupplyChainTradeSettlement,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeDelivery
v４,257,5,A,,UN01014641,BBIE,明細行取引方向コード,0..1,CIILB_ Supply Chain_ Trade Settlement,Direction,Code,,"明細行の取引方向を識別するコード
デフォルトは「プラス」
明細行取引類型コードが「調整」を指定場合に利用する。
金額の「プラス」「マイナス」表示を許容する場合は実装しない。",JECxxxx,CIILB_ Supply Chain_ Trade Settlement. Direction. Code,,,DirectionCode,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/BilledQuantity
v1,258,5,C,,UN01009665,ASBIE,明細行決済／明細行税グループ,1..1,CIILB_ Supply Chain_ Trade Settlement,Applicable,,CI_ Trade_ Tax,明細行決済の税に関するグループ, ,CIILB_ Supply Chain_ Trade Settlement. Applicable. CI_ Trade_ Tax,,,ApplicableCITradeTax,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/DirectionCode
v2,260,6,A,,UN01005839,BBIE,明細行取引金額（税抜き）,0..1,CI_ Trade_ Tax,Basis,Amount,,"この明細行の税抜き取引金額（契約単価×配送数量）
契約単価×数量で指定できない場合は金額","通貨コード
ISO4217",CI_ Trade_ Tax. Basis. Amount,,,BasisAmount,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/ApplicableCITradeTax/ChargeAmount
v1/v2,261,6,A,,UN01005841,BBIE,明細行課税分類コード,1..1,CI_ Trade_ Tax,Category,Code,,この明細行の消費税の課税分類（標準税率、軽減税率、不課税、非課税、免税等）を識別するコード,UNCL5305,CI_ Trade_ Tax. Category. Code,,,CategoryCode,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/ApplicableCITradeTax/BasisAmount
v2,262,6,A,,UN01005850,BBIE,明細行課税分類名,0..1,CI_ Trade_ Tax,Category Name,Text,,"消費税の課税分類（標準税率、軽減税率、不課税、非課税、免税等）の名称
または軽減税率表示※など","言語コード
ISO639",CI_ Trade_ Tax. Category Name. Text,,,CategoryName,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/ApplicableCITradeTax/CategoryCode
v1/v2,263,6,A,,UN01007174,BBIE,明細行税率,0..1,CI_ Trade_ Tax,Rate_ Applicable,Percent,,"この明細行の税率。
2014年度税制の場合は、明細行課税分類コードと組み合わせて利用する。", ,CI_ Trade_ Tax. Rate_ Applicable. Percent,,,RateApplicablePercent,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/ApplicableCITradeTax/CategoryName
v2,264,6,A,,UN01013040,BBIE,明細行取引金額(税込み),0..1,CI_ Trade_ Tax,Grand Total,Amount,,この明細行の税額を含む取引金額（税込み）,"通貨コード
ISO4217",CI_ Trade_ Tax. Grand Total. Amount,,,GrandTotalAmount,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/ApplicableCITradeTax/RateApplicablePercent
v4.3,265,5,C,,UN01014643,ASBIE,明細行決済／調整（調整差額調整）グループ,0..n,CIILB_ Supply Chain_ Trade Settlement,Specified,,CI_ Financial_ Adjustment,明細行決済の調整（修正差額調整）に関するグループ, ,CIILB_ Supply Chain_ Trade Settlement. Specified. CI_ Financial_ Adjustment,,,SpecifiedCIFinancialAdjustment,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/ApplicableCITradeTax
v4.3,267,6,A,,UN01005488,BBIE,明細行調整理由コード（修正差額調整）,0..1,CI_ Financial_ Adjustment,Reason,Code,,"この明細行の調整理由を示す識別コード
'=62(修正差額調整)",UNCL4465,CI_ Financial_ Adjustment. Reason. Code,,,ReasonCode,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment/GrandTotalAmount
v4.3,268,6,A,,UN01005489,BBIE,明細行調整理由,0..1,CI_ Financial_ Adjustment,Reason,Text,,この明細行の調整理由を文字で表現した内容,"言語コード
ISO639",CI_ Financial_ Adjustment. Reason. Text,,,Reason,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment/ReasonCode
v4.3,269,6,A,,UN01005490,BBIE,明細行調整金額,0..1,CI_ Financial_ Adjustment,Actual,Amount,,"この明細行の調整金額
＜調整理由コード＝62＞
'=修正差額調整金額","通貨コード
ISO4217",CI_ Financial_ Adjustment. Actual. Amount,,,ActualAmount,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment/Reason
v4.3,270,6,C,,UN01014897,ASBIE,明細行調整／調整税グループ,0..1,CI_ Financial_ Adjustment,Related,,CI_ Trade_ Tax,調整明細行の税率別税クラスに関するグループ, ,CI_ Financial_ Adjustment. Related. CI_ Trade_ Tax,,,RelatedCITradeTax,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment/ActualAmount
v4.3,272,7,A,,UN01005836,BBIE,明細行調整税率,0..1,CI_ Trade_ Tax,Calculated,Rate,,調整明細行の税率, ,CI_ Trade_ Tax. Calculated. Rate,,,CalculatedRate,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment/RelatedCITradeTax/None
v4.3,273,7,A,,UN01005841,BBIE,明細行調整課税分類コード,0..1,CI_ Trade_ Tax,Category,Code,,調整明細行の課税分類コード,UNCL5305,CI_ Trade_ Tax. Category. Code,,,CategoryCode,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment/RelatedCITradeTax/CalculatedRate
v4.3,274,5,C,,UN01014643,ASBIE,明細行決済／調整グループ,0..n,CIILB_ Supply Chain_ Trade Settlement,Specified,,CI_ Financial_ Adjustment,明細行決済の調整に関するグループ, ,CIILB_ Supply Chain_ Trade Settlement. Specified. CI_ Financial_ Adjustment,,,SpecifiedCIFinancialAdjustment,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment
v4.3,276,6,A,,UN01005488,BBIE,明細行調整理由コード(源泉所得税),0..1,CI_ Financial_ Adjustment,Reason,Code,,"この明細行の調整理由を示す識別コード
'=26(源泉所得税)",UNCL4465,CI_ Financial_ Adjustment. Reason. Code,,,ReasonCode,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment/RelatedCITradeTax
v4.3,277,6,A,,UN01005489,BBIE,明細行調整理由,0..1,CI_ Financial_ Adjustment,Reason,Text,,この明細行の調整理由を文字で表現した内容,"言語コード
ISO639",CI_ Financial_ Adjustment. Reason. Text,,,Reason,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment/ReasonCode
