sequence,level,type,identifier,name,datatype,multiplicity,domain_name,definition,module,table,class_term,id,path,semantic_path,abbreviation_path,label_local,definition_local,element,xpath
375,5,A,,Exchange Rate Source,xbrli:stringItemType,0..1,,"If the tax is in a foreign currency, source of exchange rate - for example, Reuters, Bloomberg",gl-cor,0,Tax Information,CO13a_MC13_13,/CO16a/CO15a/CO14a/CO13a/CO13a_MC13_13,$.Accounting Entries.Entry Header.Entry Detail.Tax Information.Exchange Rate Source,AccntgEntrs.EntryHedr.EntryDetl.TaxInfrmn.ExchngRatSorc,税額換算レート情報源,"税が外貨建ての場合の、換算レートの情報源。たとえば、Reuters, Bloomberg",gl-cor:taxInformationExchangeRateSource,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:taxInformation/gl-cor:taxInformationExchangeRateSource
376,5,A,,Exchange Rate Type,xbrli:stringItemType,0..1,,"If the tax is in a foreign currency, type of exchange rate - for example, spot rate, forward contract etc.",gl-cor,0,Tax Information,CO13a_MC13_14,/CO16a/CO15a/CO14a/CO13a/CO13a_MC13_14,$.Accounting Entries.Entry Header.Entry Detail.Tax Information.Exchange Rate Type,AccntgEntrs.EntryHedr.EntryDetl.TaxInfrmn.ExchngRatType,税額換算レート種別,税が外貨建ての場合の、換算レートの種別。たとえば、スポット・レート、先物など。,gl-cor:taxInformationExchangeRateType,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:taxInformation/gl-cor:taxInformationExchangeRateType
377,5,A,,Exchange Rate Comment,xbrli:stringItemType,0..1,,"If the tax is in a foreign currency, comment about exchange rate used",gl-cor,0,Tax Information,CO13a_MC13_15,/CO16a/CO15a/CO14a/CO13a/CO13a_MC13_15,$.Accounting Entries.Entry Header.Entry Detail.Tax Information.Exchange Rate Comment,AccntgEntrs.EntryHedr.EntryDetl.TaxInfrmn.ExchngRatCommnt,税額換算レートコメント,税が外貨建ての場合の、換算レートに関するコメント。,gl-cor:taxInformationExchangeRateComment,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:taxInformation/gl-cor:taxInformationExchangeRateComment
378,5,A,,Amount in Triangulation Currency,xbrli:monetaryItemType,0..1,,"If the tax is in a foreign currency and triangulation is used, the amount of that tax in the triangulation currency",gl-cor,0,Tax Information,CO13a_MC13_16,/CO16a/CO15a/CO14a/CO13a/CO13a_MC13_16,$.Accounting Entries.Entry Header.Entry Detail.Tax Information.Amount in Triangulation Currency,AccntgEntrs.EntryHedr.EntryDetl.TaxInfrmn.AmntTringltnCurrncy,税額トライアンギュレーション通貨換算額,税が外貨建てで、トライアンギュレーション取引の場合の、トライアンギュレーション通貨での税額。,gl-cor:taxInformationAmountInTriangulationCurrency,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:taxInformation/gl-cor:taxInformationAmountInTriangulationCurrency
379,5,A,,Triangulation Currency,xbrli:QNameItemType,0..1,,"If the tax is in a foreign currency and triangulation is used, the triangulation currency",gl-cor,0,Tax Information,CO13a_MC13_17,/CO16a/CO15a/CO14a/CO13a/CO13a_MC13_17,$.Accounting Entries.Entry Header.Entry Detail.Tax Information.Triangulation Currency,AccntgEntrs.EntryHedr.EntryDetl.TaxInfrmn.TringltnCurrncy,税額換算トライアンギュレーション通貨,税が外貨建てで、トライアンギュレーション取引の場合の、トライアンギュレーション通貨。,gl-cor:taxInformationTriangulationCurrency,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:taxInformation/gl-cor:taxInformationTriangulationCurrency
380,5,A,,Triangulation Currency Exchange Rate,xbrli:pureItemType,0..1,,"If the tax is in a foreign currency and triangulation is used, the exchange rate used expressed as national currency divided by triangulation currency",gl-cor,0,Tax Information,CO13a_MC13_18,/CO16a/CO15a/CO14a/CO13a/CO13a_MC13_18,$.Accounting Entries.Entry Header.Entry Detail.Tax Information.Triangulation Currency Exchange Rate,AccntgEntrs.EntryHedr.EntryDetl.TaxInfrmn.TringltnCurrncyExchngRat,税額トライアンギュレーション通貨換算レート,税が外貨建てで、トライアンギュレーション取引の場合の、換算レート。自国通貨をトライアンギュレーション通貨で割った値。,gl-cor:taxInformationTriangulationCurrencyExchangeRate,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:taxInformation/gl-cor:taxInformationTriangulationCurrencyExchangeRate
381,5,A,,Triangulation Currency Exchange Rate Source,xbrli:stringItemType,0..1,,"If the tax is in a foreign currency and triangulation is used, source of exchange rate - for example, Reuters, Bloomberg",gl-cor,0,Tax Information,CO13a_MC13_19,/CO16a/CO15a/CO14a/CO13a/CO13a_MC13_19,$.Accounting Entries.Entry Header.Entry Detail.Tax Information.Triangulation Currency Exchange Rate Source,AccntgEntrs.EntryHedr.EntryDetl.TaxInfrmn.TringltnCurrncyExchngRatSorc,税額トライアンギュレーション通貨換算レート情報源,"税が外貨建てで、トライアンギュレーション取引の場合の、換算レートの情報源。たとえば、Reuters, Bloomberg",gl-cor:taxInformationTriangulationCurrencyExchangeRateSource,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:taxInformation/gl-cor:taxInformationTriangulationCurrencyExchangeRateSource
382,5,A,,Triangulation Currency Exchange Rate Type,xbrli:stringItemType,0..1,,"If the tax is in a foreign currency and triangulation is used, type of exchange rate - for example, spot rate, forward contract etc.",gl-cor,0,Tax Information,CO13a_MC13_20,/CO16a/CO15a/CO14a/CO13a/CO13a_MC13_20,$.Accounting Entries.Entry Header.Entry Detail.Tax Information.Triangulation Currency Exchange Rate Type,AccntgEntrs.EntryHedr.EntryDetl.TaxInfrmn.TringltnCurrncyExchngRatType,税額トライアンギュレーション通貨換算レート種別,税が外貨建てで、トライアンギュレーション取引の場合の、換算レートの種別。たとえば、スポット・レート、先物など,gl-cor:taxInformationTriangulationCurrencyExchangeRateType,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:taxInformation/gl-cor:taxInformationTriangulationCurrencyExchangeRateType
383,5,A,,Foreign to Triangulation Currency Exchange Rate,xbrli:pureItemType,0..1,,"If the tax is in a foreign currency and triangulation is used,  the exchange rate used expressed as foreign currency divided by triangulation currency",gl-cor,0,Tax Information,CO13a_MC13_21,/CO16a/CO15a/CO14a/CO13a/CO13a_MC13_21,$.Accounting Entries.Entry Header.Entry Detail.Tax Information.Foreign to Triangulation Currency Exchange Rate,AccntgEntrs.EntryHedr.EntryDetl.TaxInfrmn.ForgnTringltnCurrncyExchngRat,税額外貨トライアンギュレーション通貨換算レート,税が外貨建てで、トライアンギュレーション取引の場合の、換算レート。外貨をトライアンギュレーション通貨で割った値。,gl-cor:taxInformationForeignToTriangulationCurrencyExchangeRate,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:taxInformation/gl-cor:taxInformationForeignToTriangulationCurrencyExchangeRate
384,5,A,,Foreign to Triangulation Currency Exchange Rate Source,xbrli:stringItemType,0..1,,"If the tax is in a foreign currency and triangulation is used, source of exchange rate - for example, Reuters, Bloomberg",gl-cor,0,Tax Information,CO13a_MC13_22,/CO16a/CO15a/CO14a/CO13a/CO13a_MC13_22,$.Accounting Entries.Entry Header.Entry Detail.Tax Information.Foreign to Triangulation Currency Exchange Rate Source,AccntgEntrs.EntryHedr.EntryDetl.TaxInfrmn.ForgnTringltnCurrncyExchngRatSorc,税額外貨トライアンギュレーション通貨換算レート情報源,"税が外貨建てで、トライアンギュレーション取引の場合の、換算レートの情報源。たとえば、Reuters, Bloomberg",gl-cor:taxInformationForeignToTriangulationCurrencyExchangeRateSource,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:taxInformation/gl-cor:taxInformationForeignToTriangulationCurrencyExchangeRateSource
